ID	cosineSimilarity	zscore	accession	comparison	comparisonsText	Description	PMID	Species	Tissue	ExpType	Perturbation	Effect	Type	foldChangeOnly	platform
E-GEOD-83930_1	0.031606159221606	0.626789814645959	E-GEOD-83930	1	Pre-miR-17vsNC-Pre-miR	miR-17 transfected Rheumatoid arthritis Synovial Fibroblasts	27534557	Human	Synovium	Gene perturbation	MiR-17	Overexpression	RNASeq	TRUE	RNASeq
GSE87608_2	0.0315483625789489	0.625984935455115	GSE87608	2	WT_MS275vsWT_vehicle	HDAC inhibition in Heterozygous Runx2 Null Mice	28052439	Mouse	Bone	Gene perturbation Exogenous	Runx2 MS-275	Knockout	RNASeq	FALSE	RNASeq
GSE66554_3	0.0314965989244291	0.625264071985377	GSE66554	3	early-stage elderlyvsadult	Knee articular cartilage at different developmental stages	NA	Rat	Cartilage	Development	Cartilage development		Microarray	FALSE	Affy-ST
E-GEOD-12860_5	0.0312871388768059	0.622347119963696	E-GEOD-12860	5	Chondrocytes stimulated with diclofenac treated RASFvsNDSF stimulated chondrocytes	Human chondrocytes antirheumatic drug response	19192274	Human	Cartilage	Exogenous	Antirheumatic drugs		Microarray	TRUE	Affy
GSE89179_2	0.0308881746581398	0.616791122543557	GSE89179	2	siCHD1_FOB_ObvssiCon_FOB_Ob	CHD1 knockdown in MSC and FOB cell lines	28475736	Human	Cell line	Gene perturbation	CHD1	Knockdown	RNASeq	TRUE	RNASeq
GSE21639_4	0.0305627627979049	0.612259419269533	GSE21639	4	RAW_RL_day5vsRAW_CTRL_day5	RANKL treatment in RAW 264.7 osteoclast differentiation	20633538	Mouse	Cell line	Exogenous	RANKL		Microarray	TRUE	Affy
GSE100268_1	0.029846476387306	0.602284375736372	GSE100268	1	HPIP_KOvsControl	HPIP KO Cartilage	30659184	Human	Cartilage	Gene perturbation	HPIP	Knockout	RNASeq	TRUE	RNASeq
E-GEOD-53105_1	0.0297025146950483	0.600279557375827	E-GEOD-53105	1	diaphysis_KOvsdiaphysis_WT	Osteoblast specific knockout of Dlx3 in mice	24948010	Mouse	Bone	Gene perturbation	Dlx3	Knockout	RNASeq	FALSE	RNASeq
GSE102292_3	0.0295384135110459	0.597994275357284	GSE102292	3	9 daysvs6 days	Mouse chondrocyte culture time course	NA	Mouse	Cartilage	Culture			Microarray	TRUE	Affy
GSE41038_1	0.0294629750647127	0.596943715448409	GSE41038	1	ankylosing spondylitisvsnormal control	Ankylosing spondylitis synovium	24330574	Human	Synovium	Disease	Ankylosing spondylitis		Microarray	FALSE	Illumina
E-MTAB-3186_1	0.0293780881022109	0.595761574989197	E-MTAB-3186	1	Day1vsControl	Synovium from a pig model of post-traumatic osteoarthritis	32107493	Pig	Synovium	Disease	unilateral ACL transection		RNASeq	FALSE	RNASeq
GSE97118_5	0.028910719569449	0.589252975368506	GSE97118	5	Ezh2_cKO_D7vsWT_D7	Differentiation of Ezh2 deficient immature mouse chondrocytes	29280310	Mouse	Cartilage	Gene perturbation	Ezh2	Knockout	RNASeq	TRUE	RNASeq
GSE65745_3	0.0287130318756778	0.5864999657872	GSE65745	3	X500.ng.ml.doxycycline.and.10nM.E2vsvehicle..control.	Estrogen inhibition of RUNX2-Mediated Osteoblast-Driven Osteoclastogenesis	25701138	Mouse	Bone	Exogenous	Estradiol		Microarray	FALSE	Illumina
E-GEOD-73372_3	0.028149162279215	0.578647487101978	E-GEOD-73372	3	P3vsP1	Developing rib chondrocyte	27471255	Mouse	Cartilage	Development	NA		RNASeq	TRUE	RNASeq
GSE39340_1	0.0278497721532081	0.574478163914874	GSE39340	1	ankylosing spondylitisvsrheumatoid arthritis	Synovium from patients with RA  osteoarthritis or ankylosing spondylitis	NA	Human	Synovium	Disease	Rheumatoid arthritis	osteoarthritis or ankylosing spondylitis	Microarray	FALSE	Illumina
GSE63017_3	0.0277960111413364	0.57372948513796	GSE63017	3	Pax1KOPax9KOvsWT	Pax1 and Pax9 in Embryonic Intervertebral Disc Development	28011632	Mouse	Cartilage	Gene perturbation	Pax1/Pax9	Knockout	Microarray	FALSE	Illumina
GSE111946_2	0.0274936392719773	0.569518638030673	GSE111946	2	inhibitors of miR-218vsAnti-miR Negative Control	Modulation of microRNA-218 in fibroblast-like synovial cells	30157923	Human	Synovium	Gene perturbation	Mir-218	Overexpression Knockdown	Microarray	TRUE	1C-Agilent
GSE35955_1	0.0273121189475011	0.566990776113972	GSE35955	1	hMSC-old_elderlyvshMSC-C_middle-aged	Elderly and middle-aged MSCs	23028809	Human	Bone	Development	MSCs		Microarray	FALSE	Affy
GSE72575_2	0.0263466336286601	0.553545375023625	GSE72575	2	IL-1β-stimulated in the presence of GlcNvsnon-stimulated	IL1B and/or glucosamine-treated human synovial MH7A cells	27776166	Human	Synovium	Exogenous	IL1B		Microarray	FALSE	Affy-ST
GSE13837_15	0.0262918576599135	0.552782561902038	GSE13837	15	TNF stimulated synovial fibroblasts (4h).rheumatoid arthritisvsTNF stimulated synovial fibroblasts (0h).rheumatoid arthritis	TGFb or TNFa treated synovium from rheumatoid arthritis or osteoarthritis	19622164	Human	Synovium	Disease	Osteoarthritis  Rheumatoid arthritis	TNF and TGFB	Microarray	FALSE	Affy
GSE114919_Rat_3	0.025744665107211	0.545162328635761	GSE114919_Rat	3	Tibia_PZ_4wkvsTibia_HZ_4wk	Development of the proliferative zone or hypertrophic zone of rat growth plate	30036371	Rat	Cartilage	Development	Growth plate		RNASeq	FALSE	RNASeq
E-GEOD-19664_9	0.0257441190866717	0.545154724724016	E-GEOD-19664	9	Pooled_12_Chondros_d14vsPooled_11_Chondros_d7	Osteoarthritic chondrocytes and MSCs during chondrogenic differentiation	20883804	Human	Cartilage	Development	Timecourse		Microarray	TRUE	Affy
GSE78980_3	0.0256135168063503	0.543335950261093	GSE78980	3	TO+/+ 0g treatedvsTO+/+ 0g no treatment	PTHrP in Osteoblast Response to Microgravity	27463808	Mouse	Bone	Gene perturbation	PTHrP	Knockout	Microarray	TRUE	Illumina
GSE55457_2	0.0255403504218561	0.542317031209029	GSE55457	2	rheumatoid arthritisvsnormal control	Rheumatoid arthritis  osteoarthritis and control synovial membrane	24690414	Human	Synovium	Disease	Rheumatoid arthritis	 Osteoarthritis	Microarray	FALSE	Affy
GSE104459_1	0.0255160485895556	0.541978602569946	GSE104459	1	E12.5_Pitx_KOvsE12.5WT	E9.5 E11.5 and E12.5 wild type and Pitx1 KO mice	29273440	Mouse	Embryo	Gene perturbation	Pitx1	Knockout	RNASeq	FALSE	RNASeq
GSE115084_1	0.0251010714452687	0.536199608276214	GSE115084	1	Flcn targeted siRNA transfectedvsscramble siRNA transfected	Folliculin deficiency effect on Raw264.7 cells	29893999	Mouse	Cell line	Gene perturbation	Flcn	Knockdown	Microarray	TRUE	Affy
GSE93698_5	0.025051129241331	0.535504110426403	GSE93698	5	diffuse systemic sclerosisvsSystemic lupus erythematosus	Systemic sclerosis tenosynovial biopsies	30608617	Human	Synovium	Disease	tenosynovitis RA Osteoarthritis		Microarray	FALSE	Affy
E-MTAB-4152_1	0.0250408096038464	0.535360398593213	E-MTAB-4152	1	direct co-culture with human umbilical vein endothelial cellsvsindirect co-culture with human umbilical vein endothelial cells	Osteoblasts co-cultured with human umbilical vein endothelial cells	26754918	Human	Bone	Culture	co-culture with human umbilical vein endothelial cells		Microarray	FALSE	Affy-ST
GSE103492_5	0.0247809253646862	0.531741236536184	GSE103492	5	Lrp6_KOvsLrp6_Ctl	Wnt3a treated Lrp5/6KO osteoblasts	29176883	Mouse	Bone	Gene perturbation Exogenous	Lrp5/6 Wnt3a 	Knockout	RNASeq	FALSE	RNASeq
GSE110300_3	0.0247418242375151	0.531196712111378	GSE110300	3	KO_E2vsWT_E2	Estradiol Effects in Skeletally Immature (7-weeks old) Female WT and Estrogen Receptor Alpha Knockout Mice	28643917	Mouse	Cartilage	Gene perturbation	ESR1	Knockout	RNASeq	TRUE	RNASeq
E-MTAB-1123_3	0.0242885467849638	0.524884345640516	E-MTAB-1123	3	mOL-AR knockout.12vswild type.12	Mineralizing-osteoblast specific androgen receptor knockout	22525354	Mouse	Bone	Gene perturbation	AR	Knockout	Microarray	FALSE	Affy
GSE13837_16	0.0241098944197452	0.522396423080505	GSE13837	16	TNF stimulated synovial fibroblasts (12h).rheumatoid arthritisvsTNF stimulated synovial fibroblasts (0h).rheumatoid arthritis	TGFb or TNFa treated synovium from rheumatoid arthritis or osteoarthritis	19622164	Human	Synovium	Disease	Osteoarthritis  Rheumatoid arthritis	TNF and TGFB	Microarray	FALSE	Affy
E-GEOD-9451_3	0.0240191318235349	0.521132458226525	E-GEOD-9451	3	fibroblastvsiliac	Mesenchymal stem cell differentiation	19228201	Human	Bone	Tissue	Differentiation		Microarray	FALSE	Affy
GSE59387_1	0.0239341378948461	0.519948828150372	GSE59387	1	Dnmt3a knockoutvswild type	Dnmt3a knockout osteoclast	25706873	Mouse	Bone	Gene perturbation	Dnmt3a	Knockout	Microarray	TRUE	1C-Agilent
GSE114919_5	0.0236945467151784	0.516612268344151	GSE114919	5	Tibia_HZ_4wkvsTibia_HZ_1wk	Development of the proliferative zone or hypertrophic zone of mouse growth plate	30036371	Mouse	Cartilage	Development	Growth plate		RNASeq	FALSE	RNASeq
E-MEXP-2019_2	0.0236636981571415	0.516182669646199	E-MEXP-2019	2	osteoclast derived from dendritic cellsvsintermediate cell derived from dendritic cells	Human osteoclastic differentiating from dendritic cells and monocytes	19775202	Human	Bone	Development	Osteoclast from monocytes or denricites		Microarray	FALSE	Affy
GSE16749_3	0.0234653171391611	0.513420004794226	GSE16749	3	RAW 264.7, RANKL + M-CSF, miR-155vsRAW 264.7, Unstimulated, miR-155	miR-155 role in osteoclast differentiation	20720163	Mouse	Cell line	Gene perturbation	miR-155	Overexpression	Microarray	TRUE	Affy-ST
GSE32163_1	0.0233551638204279	0.511886003683181	GSE32163	1	del175k mutantvswild-type	Distal arthrogryposis type 2B mouse model	25340332	Mouse	Bone	Gene perturbation	Tnni2	Knockin	Microarray	FALSE	Affy-ST
GSE99731_2	0.0232745260314295	0.510763037445409	GSE99731	2	DMM.6 wkvssham.6 wk	Osteoarthritic Synovial Tissue from a Mouse Model of Early Post-Traumatic OA	29255152	Mouse	Synovium	Disease	Surgical destabilization of medial meniscus		Microarray	FALSE	1C-Agilent
GSE27492_2	0.0227412785695583	0.503337004272917	GSE27492	2	Ankle.D03vsAnkle.D00	Synovial fluid cells from a mouse model of autoantibody-mediated arthritis timecourse	20506316	Mouse	Synovium	Disease	autoantibody-mediated arthritis		Microarray	FALSE	Affy
GSE65745_2	0.0226618161174386	0.502230405840479	GSE65745	2	X10nM.E2vsvehicle..control.	Estrogen inhibition of RUNX2-Mediated Osteoblast-Driven Osteoclastogenesis	25701138	Mouse	Bone	Exogenous	Estradiol		Microarray	FALSE	Illumina
GSE18738_1	0.0223390161877	0.497735076452683	GSE18738	1	hypertrophic zonevsreserve zone	Bovine Hypertrophic Growth Plate and Reserve Zone Chondrocytes	19897599	Cow	Cartilage	Tissue	Hypertrophic Growth Plate and Reserve Zone		Microarray	FALSE	Affy
GSE108721_4	0.0220493166988773	0.493700705606355	GSE108721	4	Mir182Loss_RANKLvsWT_RANKL	Inhibition of microRNA-182 in bone	30291236	Mouse	Bone	Gene perturbation	mir182	Overexpression	RNASeq	TRUE	RNASeq
GSE93698_10	0.0217983288481314	0.490205435138511	GSE93698	10	OsteoarthritisvsRheumatoid arthritis	Systemic sclerosis tenosynovial biopsies	30608617	Human	Synovium	Disease	tenosynovitis RA Osteoarthritis		Microarray	FALSE	Affy
GSE111628_1	0.0214967273990408	0.486005316945807	GSE111628	1	ovariectomizedvssham surgery	Osteoblast from sham ovariectomized mice (OVX) with and without treadmill training	30581558	Mouse	Bone	Disease	Exercise		Microarray	TRUE	Affy-ST
GSE89179_3	0.0214286414229977	0.485057147938301	GSE89179	3	siCon_MSC_AdvssiCon_MSC_Und	CHD1 knockdown in MSC and FOB cell lines	28475736	Human	Cell line	Gene perturbation	CHD1	Knockdown	RNASeq	TRUE	RNASeq
GSE106259_1	0.0212671051011719	0.482807584330007	GSE106259	1	CCL5vsControl	CCR5 signalling in osteoclasts	29263385	Mouse	Bone	Exogenous	CCL5		RNASeq	FALSE	RNASeq
GSE111628_3	0.0212585988047957	0.482689125183773	GSE111628	3	ovariectomized mice with treadmill trainingvssham surgery	Osteoblast from sham ovariectomized mice (OVX) with and without treadmill training	30581558	Mouse	Bone	Disease	Exercise		Microarray	TRUE	Affy-ST
GSE114919_3	0.0211195309527799	0.48075245870875	GSE114919	3	Tibia_PZ_4wkvsTibia_HZ_4wk	Development of the proliferative zone or hypertrophic zone of mouse growth plate	30036371	Mouse	Cartilage	Development	Growth plate		RNASeq	FALSE	RNASeq
GSE53982_2	0.0208464205255757	0.476949108037272	GSE53982	2	differentiating MC3T3-E1 cells treated with Runx2-specific shRNAvsdifferentiating MC3T3-E1 cells treated with control scramble shRNA	Runx2 knockdown in differentiating preosteoblasts	24655370	Mouse	Cell line	Gene perturbation	Runx2	Knockdown	Microarray	FALSE	Affy-ST
GSE81399_1	0.0206946245244896	0.474835188665651	GSE81399	1	FACS sorted Dmp1-Cre targeted CAR cells from mouse bone marrowvsFACS sorted Dmp1-Cre non-targeted CAR cells from mouse bone marrow	DMP KO in Cxcl12-abundant reticular cells	27237054	Mouse	Bone	Gene perturbation	Dmp1	Knockout	Microarray	FALSE	Affy
E-GEOD-18647_2	0.0206485323586043	0.474193306655271	E-GEOD-18647	2	Cre.;Tgfbr2lox/wt.VertebraevsCre.;Tgrbr2lox.lox.Vertebrae	Tgfbr2 knockout in embryonic intervertebral disc and vertebrae	20214815	Mouse	Cartilage	Gene perturbation	Tgfbr2	Knockout	Microarray	FALSE	Affy
GSE10556_1	0.0205833164172421	0.473285105906913	GSE10556	1	chondrocyte Slc39a13 knockoutvschondrocyte wild type	Slc39a13 knockout chondrocytes	18985159	Mouse	Cartilage	Gene perturbation	Slc39a13	Knockout	Microarray	FALSE	Affy
GSE93698_1	0.0204381302843429	0.471263235919362	GSE93698	1	diffuse systemic sclerosisvsMicrocrystalline arthritis	Systemic sclerosis tenosynovial biopsies	30608617	Human	Synovium	Disease	tenosynovitis RA Osteoarthritis		Microarray	FALSE	Affy
GSE21523_1	0.0204246039375149	0.471074867277353	GSE21523	1	TERC-/-vsTERC+/+	Long bones of telomerase deficient mice	21308778	Mouse	Bone	Gene perturbation	TERC	Knockout	Microarray	TRUE	Illumina
E-MEXP-2488_1	0.0199702434076496	0.464747417812875	E-MEXP-2488	1	articular cartilagevsnucleus pulposus	nucleus pulposus vs articular cartilage cell types	20722018	Human	Cartilage	Tissue	human nucleus pulposus cartilage		Microarray	FALSE	Affy
GSE74898_1	0.0197063848905345	0.461072909744772	GSE74898	1	cartilage, exercised for 2 daysvscartilage, control	Exercise dependent gene regulation in cartilage	26924420	Rat	Cartilage	Disease	Exercise		Microarray	FALSE	Affy-ST
GSE33754_1	0.0195537553528251	0.458947382496776	GSE33754	1	age: 8 weeks.strain: Str/ortvsage: 8 weeks.strain: CBA	Model of natural OA onset in OA-prone Str/ort mice	22833266	Mouse	Cartilage	Disease	Osteoarthritis	STR/ORT mice	Microarray	FALSE	Affy-ST
GSE110300_2	0.019539489955932	0.458748721803343	GSE110300	2	KO_PlbvsWT_Plb	Estradiol Effects in Skeletally Immature (7-weeks old) Female WT and Estrogen Receptor Alpha Knockout Mice	28643917	Mouse	Cartilage	Gene perturbation	ESR1	Knockout	RNASeq	TRUE	RNASeq
E-MTAB-5023_1	0.0194594816949691	0.457634522407251	E-MTAB-5023	1	Mesenchymal cell-specific homozygous deletion of SbdsvsSbds wildtype	Sbds knockout osteoblasts	20305640	Mouse	Bone	Gene perturbation	Sbds	Knockout	Microarray	FALSE	Affy
GSE105139_2	0.0193796221336711	0.456522393810786	GSE105139	2	AhsgKOvsAhsgWT	Mouse model of slipped capital femoral epiphysis (SCFE)	29088242	Mouse	Cartilage	Gene perturbation	Ahsg	Knockout	Microarray	FALSE	Affy-ST
GSE35466_4	0.0191570337275767	0.453422615554611	GSE35466	4	bone marrow cells, adiponectin, 72 hrsvsbone marrow cells, unterated, 72 hrs	Bone marrow cultures treated with adiponectin	22374965	Mouse	Bone	Exogenous	Adiponectin		Microarray	TRUE	Affy
GSE103697_3	0.0190018373181685	0.451261341911652	GSE103697	3	U266.5 ug/ml CRP for 24 hoursvsU266.Control	Myeloma cell production of osteolytic cytokines	29233917	Human	Cell line	Exogenous	C-reactive protein		Microarray	TRUE	Illumina
GSE103697_2	0.0189697606252618	0.450814640140671	GSE103697	2	MM.1S.5 ug/ml CRP for 24 hoursvsMM.1S.Control	Myeloma cell production of osteolytic cytokines	29233917	Human	Cell line	Exogenous	C-reactive protein		Microarray	TRUE	Illumina
E-GEOD-26475_3	0.0186961415793752	0.447004206417742	E-GEOD-26475	3	Murine knee joint_Operated (DMM)_7daysvsMurine knee joint_Operated (Sham)_7days	Mouse DMM model of OA	22307759	Mouse	Joint	Disease	Surgical destabilization of medial meniscus		Microarray	FALSE	Affy-ST
GSE65745_1	0.018592894207614	0.44556637790004	GSE65745	1	X500.ng.ml.doxycyclinevsvehicle..control.	Estrogen inhibition of RUNX2-Mediated Osteoblast-Driven Osteoclastogenesis	25701138	Mouse	Bone	Exogenous	Estradiol		Microarray	FALSE	Illumina
E-MEXP-2291_2	0.0179822234004348	0.437062143007534	E-MEXP-2291	2	annulus fibrosusvsarticular cartilage	Bovine nucleus pulposus articular cartilage and annulus fibrosus 	20149220	Cow	Cartilage	Tissue	nucleus pulposus/articular cartilage/annulus fibrosus 		Microarray	TRUE	Affy
E-MTAB-4152_3	0.0177809753339927	0.434259551482663	E-MTAB-4152	3	direct co-culture with human umbilical vein endothelial cellsvsmonoculture	Osteoblasts co-cultured with human umbilical vein endothelial cells	26754918	Human	Bone	Culture	co-culture with human umbilical vein endothelial cells		Microarray	FALSE	Affy-ST
GSE39795_3	0.017660124093268	0.4325765705278	GSE39795	3	cartilage, superficial zonevscartilage, middle zone	Human cartilage zones	23124445	Human	Cartilage	Tissue	Superficial	middle and deep zones	Microarray	FALSE	Affy-ST
GSE114919_Rat_5	0.0169485273120647	0.422666835028805	GSE114919_Rat	5	Tibia_HZ_4wkvsTibia_HZ_1wk	Development of the proliferative zone or hypertrophic zone of rat growth plate	30036371	Rat	Cartilage	Development	Growth plate		RNASeq	FALSE	RNASeq
GSE72261_2	0.0169427558402857	0.422586461198735	GSE72261	2	ColXN617K HZvsWt HZ	XBP1 perturbation in MCDS mouse model	26372225	Mouse	Cartilage	Gene perturbation	Xbp1 or Col10a1	Knockin	Microarray	FALSE	Illumina
GSE34570_1	0.0166211826331473	0.418108215216627	GSE34570	1	osteoblasts_2uM PP1_24hrvsosteoblasts_DMSO_24hr	c-Src inhibited osteoblasts	22252554	Mouse	Bone	Exogenous	PP1	c-Src inhibition	Microarray	TRUE	Affy
GSE17570_2	0.0165973294892051	0.417776035036037	GSE17570	2	PDGFRa(+) Sca-1(-)vsPDGFRa(-) Sca-1(-)	Endosteal cell populations	20472830	Mouse	Bone	Tissue	Endosteal cell populations		Microarray	TRUE	Affy
GSE87608_4	0.0163172920941382	0.413876219033149	GSE87608	4	Runx2HET_MS275vsWT_MS275	HDAC inhibition in Heterozygous Runx2 Null Mice	28052439	Mouse	Bone	Gene perturbation Exogenous	Runx2 MS-275	Knockout	RNASeq	FALSE	RNASeq
GSE4481_3	0.0151738892024929	0.39795312814194	GSE4481	3	M.CNP at 10exp(-6) MvsM.vehicle: BSA/HCL 1.0 Mm	C-type natriuretic peptide (CNP) treated embryonic tibia	17374144	Mouse	Embryo	Exogenous	CNP		Microarray	FALSE	Affy
GSE97118_6	0.0150466556982521	0.396181267438038	GSE97118	6	Ezh2_cKO_D14vsWT_D14	Differentiation of Ezh2 deficient immature mouse chondrocytes	29280310	Mouse	Cartilage	Gene perturbation	Ezh2	Knockout	RNASeq	TRUE	RNASeq
GSE85761_1	0.0149577338505792	0.394942936948361	GSE85761	1	EVvsCells	Human osteoblast-derived extracellular vesicle	28347747	Human	Bone	Tissue	extracellular vesicle		RNASeq	TRUE	RNASeq
GSE90127_2	0.014847263044563	0.393404514492135	GSE90127	2	osteoblasts in differentiation medium and cabozantinib for 30 daysvsdifferentiated 30 day mouse osteoblasts	Effect of cabozantinib of mouse osteoblasts differentiation	29088840	Mouse	Bone	Development Exogenous	Differentiation	cabozantinib	Microarray	TRUE	1C-Agilent
E-GEOD-12860_8	0.0145166771299052	0.388800757054654	E-GEOD-12860	8	Chondrocytes stimulated with chloroquine phosphate (resochin) treated RASFvsNDSF stimulated chondrocytes	Human chondrocytes antirheumatic drug response	19192274	Human	Cartilage	Exogenous	Antirheumatic drugs		Microarray	TRUE	Affy
GSE128402_1	0.0143023763932704	0.385816393334374	GSE128402	1	Col2Cre; Adgrg6f/fvswild type	Adgrg6 knockout IVD	31652254	Mouse	Cartilage				RNASeq	FALSE	RNASeq
GSE55584_1	0.0141445488688724	0.383618478640886	GSE55584	1	rheumatoid arthritisvsosteoarthritis	Rheumatoid arthritis and osteoarthritis synovial membrane	24690414	Human	Synovium	Disease	Rheumatoid arthritis or  Osteoarthritis		Microarray	FALSE	Affy
GSE79176_3	0.0141025827044859	0.383034055551908	GSE79176	3	high (1mg/ml) concentration of polyphosphatesvslow (0.01mg/ml) concentration of polyphosphates	Effect of polyphosphates on osteoblast mineralization	30389276	Rat	Bone	Exogenous	polyphosphates		Microarray	TRUE	1C-Agilent
GSE41038_2	0.0138221457803707	0.379128675685752	GSE41038	2	seronegative spondyloarthropyvsnormal control	Ankylosing spondylitis synovium	24330574	Human	Synovium	Disease	Ankylosing spondylitis		Microarray	FALSE	Illumina
GSE104473_1	0.0138081659531758	0.378933991851475	GSE104473	1	Mandibular Distraction_10_BCSPvsMandibular Fracture_10_BCSP	Mouse mandible during distraction osteogenesis	30356216	Mouse	Bone	Development			RNASeq	FALSE	RNASeq
GSE107592_1	0.013568103024161	0.375590862438174	GSE107592	1	Adult CartilagevsEmbryonic Cartilage	Mouse adult and embryonic cartilage	30194383	Mouse	Cartilage	Development	adult and embryonic cartilage		RNASeq	FALSE	RNASeq
GSE111628_2	0.0135374568037631	0.375164081505196	GSE111628	2	ovariectomized mice with treadmill trainingvsovariectomized	Osteoblast from sham ovariectomized mice (OVX) with and without treadmill training	30581558	Mouse	Bone	Disease	Exercise		Microarray	TRUE	Affy-ST
GSE52817_4	0.013536039202743	0.375144339916245	GSE52817	4	osteoblasts (OB)vsgingival fibroblasts	Characterisation of osteoblasts like cell reprogrammed from human fibroblasts	25918395	Human	Bone	Tissue	Cell type		Microarray	TRUE	Affy-ST
E-GEOD-26475_2	0.0129229453138037	0.366606361055288	E-GEOD-26475	2	Murine knee joint_Operated (DMM)_3dayvsMurine knee joint_Operated (Sham)_3day	Mouse DMM model of OA	22307759	Mouse	Joint	Disease	Surgical destabilization of medial meniscus		Microarray	FALSE	Affy-ST
GSE30628_2	0.0125028977471719	0.360756755784057	GSE30628	2	ColXTgcogvswild type	MCDS cartilage model	21935428	Mouse	Cartilage	Gene perturbation	Col10a1	Knockin	Microarray	FALSE	1C-Agilent
GSE7685_3	0.0121551720214404	0.355914308404843	GSE7685	3	Manually.microdissected.embryonic.tibiae..zone.I.of.growth.platevsManually.microdissected.embryonic.tibiae..zone.III.of.growth.plate	growth plate chondrocyte differentiation	20084171	Mouse	Cartilage				Microarray	FALSE	Affy
GSE27492_3	0.012129382909908	0.35555516783424	GSE27492	3	Ankle.D07vsAnkle.D00	Synovial fluid cells from a mouse model of autoantibody-mediated arthritis timecourse	20506316	Mouse	Synovium	Disease	autoantibody-mediated arthritis		Microarray	FALSE	Affy
GSE103492_1	0.0121238690181535	0.35547838107761	GSE103492	1	WT_Wnt3avsWT	Wnt3a treated Lrp5/6KO osteoblasts	29176883	Mouse	Bone	Gene perturbation Exogenous	Lrp5/6 Wnt3a 	Knockout	RNASeq	FALSE	RNASeq
GSE125153_3	0.0116747645569579	0.349224127911453	GSE125153	3	Wild-type_3 daysvsWild-type_1 day	Bcl3 knockout osteoblasts	NA	Mouse	Bone				RNASeq	FALSE	RNASeq
GSE30322_3	0.01150629694061	0.346878038718455	GSE30322	3	subchondral bone,operation,4 weeks postsurgeryvssubchondral bone,sham operation,4 weeks postsurgery	Subchondral Bone in Early Experimental Osteoarthritis	22384228	Rat	Bone	Disease	Surgically induced knee osteoarthritis		Microarray	FALSE	1C-Agilent
GSE78980_1	0.0113985462082011	0.345377496155305	GSE78980	1	TO+/+ 1g no treatmentvsTO+/+ 0g no treatment	PTHrP in Osteoblast Response to Microgravity	27463808	Mouse	Bone	Gene perturbation	PTHrP	Knockout	Microarray	TRUE	Illumina
GSE45233_3	0.0113831911106541	0.345163660231267	GSE45233	3	Knee meniscus, young, chondrosisvsKnee meniscus, young, no chondrosis	Human Injured Meniscus with age and chondrosis	24692131	Human	Meniscus	Disease	Human Injured Meniscus		Microarray	FALSE	Illumina
E-ERAD-89_3	0.0111735709732688	0.342244478790846	E-ERAD-89	3	SEROTONIN_24vsDMSO_24	Melatonin signaling in osteoblast	NA	Mouse	Bone	Exogenous	Melatonin/Serotonin		RNASeq	TRUE	RNASeq
GSE41038_3	0.0110489063263391	0.340508392133652	GSE41038	3	osteoarthritisvsnormal control	Ankylosing spondylitis synovium	24330574	Human	Synovium	Disease	Ankylosing spondylitis		Microarray	FALSE	Illumina
E-GEOD-8488_4	0.0108836067977262	0.338206421902854	E-GEOD-8488	4	TSAvsDMSO	Mouse chondrocytes treated with MEK/ERK pathway inhibitors	20111593	Mouse	Cartilage				RNASeq	FALSE	Affy
GSE84907_3	0.0107398028019302	0.336203799631814	GSE84907	3	pH8.4vspH7.8	Osteoblast-like MC3T3 cell line viability at alkaline pH 	28955732	Mouse	Cell line	Culture	pH		Microarray	FALSE	Affy-ST
GSE87608_1	0.0105425066737911	0.333456243014809	GSE87608	1	Runx2HET_vehiclevsWT_vehicle	HDAC inhibition in Heterozygous Runx2 Null Mice	28052439	Mouse	Bone	Gene perturbation Exogenous	Runx2 MS-275	Knockout	RNASeq	FALSE	RNASeq
GSE17569_1	0.0102011158482289	0.328702015800088	GSE17569	1	ALCAM(+) Sca-1(-)vsALCAM(-) Sca-1(-)	Endosteal cell populations	20472830	Mouse	Bone	Tissue	Endosteal cell populations		Microarray	TRUE	Affy
GSE16749_2	0.0100270712160314	0.326278260780876	GSE16749	2	RAW 264.7, Unstimulated, miR-155vsRAW 264.7, Unstimulated	miR-155 role in osteoclast differentiation	20720163	Mouse	Cell line	Gene perturbation	miR-155	Overexpression	Microarray	TRUE	Affy-ST
GSE93698_9	0.00976830989380598	0.322674736526186	GSE93698	9	Microcrystalline arthritisvsSystemic lupus erythematosus	Systemic sclerosis tenosynovial biopsies	30608617	Human	Synovium	Disease	tenosynovitis RA Osteoarthritis		Microarray	FALSE	Affy
GSE112694_1	0.00943472297045101	0.318029186878278	GSE112694	1	Zfp384KO_3DayvsWT_3Days	Osteogenic differentiation of mouse Zfp384 knockout MSCs	30645175	Mouse	Bone	Gene perturbation	Zfp384	Knockout	RNASeq	FALSE	RNASeq
GSE89179_1	0.00923470662615503	0.315243748383043	GSE89179	1	siCon_FOB_ObvssiCon_FOB_Und	CHD1 knockdown in MSC and FOB cell lines	28475736	Human	Cell line	Gene perturbation	CHD1	Knockdown	RNASeq	TRUE	RNASeq
GSE7685_1	0.00903689379511321	0.312488996133297	GSE7685	1	Manually.microdissected.embryonic.tibiae..zone.I.of.growth.platevsManually.microdissected.embryonic.tibiae..zone.II.of.growth.plate	growth plate chondrocyte differentiation	20084171	Mouse	Cartilage				Microarray	FALSE	Affy
