ID	cosineSimilarity	zscore	accession	comparison	comparisonsText	Description	PMID	Species	Tissue	ExpType	Perturbation	Effect	Type	foldChangeOnly	platform
GSE87608_2	0.0176014815029098	0.589416202787993	GSE87608	2	WT_MS275vsWT_vehicle	HDAC inhibition in Heterozygous Runx2 Null Mice	28052439	Mouse	Bone	Gene perturbation Exogenous	Runx2 MS-275	Knockout	RNASeq	FALSE	RNASeq
GSE60762_1	0.0175298593825213	0.587250503171802	GSE60762	1	OsteoarthriticvsHealthy	Osteoarthritic and healthy labrum cells	25371314	Human	Labrum	Disease	Osteoarthritis	Overexpression	Microarray	FALSE	Affy-ST
GSE78980_2	0.0174744948375175	0.585576397836541	GSE78980	2	TO+/+ 1g treatedvsTO+/+ 1g no treatment	PTHrP in Osteoblast Response to Microgravity	27463808	Mouse	Bone	Gene perturbation	PTHrP	Knockout	Microarray	TRUE	Illumina
GSE75181_1	0.0174624126799961	0.58521105925448	GSE75181	1	cultured chondrocytes from cartilage_COTvscultured chondrocytes from cartilage_control	Osteoarthritic chondrocytes treated with curcuminoids extract hydrolyzed collagen and green tea extract and/or IL1B	27275599	Human	Cartilage	Exogenous	COT and/or IL1B		Microarray	FALSE	Illumina
GSE120308_3	0.0173412881404819	0.581548512441929	GSE120308	3	P5 Xbp1 KO Matn3 MUTvsP5 Xbp1 KO	V194D Matn3 mutant Xbp1 WT and KO P5 mouse costochondral cells	31260448	Mouse	Cartilage	Gene perturbation	Matn3 Xbp1	Knockin	Microarray	TRUE	Affy
GSE13837_24	0.0171464490755446	0.575656996163655	GSE13837	24	TNF stimulated synovial fibroblasts (12h).rheumatoid arthritisvsTNF stimulated synovial fibroblasts (12h).osteoarthritis	TGFb or TNFa treated synovium from rheumatoid arthritis or osteoarthritis	19622164	Human	Synovium	Disease	Osteoarthritis  Rheumatoid arthritis	TNF and TGFB	Microarray	FALSE	Affy
E-GEOD-19664_9	0.0171303074434008	0.575168907758162	E-GEOD-19664	9	Pooled_12_Chondros_d14vsPooled_11_Chondros_d7	Osteoarthritic chondrocytes and MSCs during chondrogenic differentiation	20883804	Human	Cartilage	Development	Timecourse		Microarray	TRUE	Affy
GSE99306_9	0.0170165471181927	0.571729039023413	GSE99306	9	X13delChopKO_PZvsX13del_PZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
E-GEOD-45893_1	0.0170117287562818	0.571583342072744	E-GEOD-45893	1	Osr1MutvsOsr1WT	Osr1 mutant chondrogenesis during tongue development.	24167250	Mouse	Cartilage	Gene perturbation	Osr1	Knockin	RNASeq	TRUE	RNASeq
GSE102292_4	0.0166806606848021	0.56157255222951	GSE102292	4	6 daysvs2 days	Mouse chondrocyte culture time course	NA	Mouse	Cartilage	Culture			Microarray	TRUE	Affy
GSE7669_1	0.0166519443901647	0.560704232945786	GSE7669	1	fibroblasts_RAvsfibroblasts_OA	Synovial fibroblasts from rheumatoid arthritis and osteoarthritis	17594488	Human	Synovium	Disease	Osteoarthritis	 RA	Microarray	FALSE	Affy
GSE66554_3	0.0165047457431123	0.55625326093189	GSE66554	3	early-stage elderlyvsadult	Knee articular cartilage at different developmental stages	NA	Rat	Cartilage	Development	Cartilage development		Microarray	FALSE	Affy-ST
GSE7685_2	0.0164252761271843	0.553850269847846	GSE7685	2	Manually.microdissected.embryonic.tibiae..zone.II.of.growth.platevsManually.microdissected.embryonic.tibiae..zone.III.of.growth.plate	growth plate chondrocyte differentiation	20084171	Mouse	Cartilage				Microarray	FALSE	Affy
GSE5657_2	0.0161497007312828	0.545517459734186	GSE5657	2	Hyp femalevsNormal female	Effect of X-linked hypophosphatemia (the Hyp mutation) in mice	NA	Mouse	Bone	Disease Gene perturbation	X-linked hypophosphatemia PHEX		Microarray	FALSE	Affy
GSE13590_2	0.0159018273967358	0.538022300660704	GSE13590	2	antimicroRNA-140vsantimicroRNA-449	Silencing and overexpression of miR-140	18945805	Mouse	Cell line	Gene perturbation	miR-140	Overexpression Knockdown	Microarray	FALSE	Affy
GSE78980_3	0.015786125295596	0.534523716778075	GSE78980	3	TO+/+ 0g treatedvsTO+/+ 0g no treatment	PTHrP in Osteoblast Response to Microgravity	27463808	Mouse	Bone	Gene perturbation	PTHrP	Knockout	Microarray	TRUE	Illumina
GSE47799_3	0.0156642469472604	0.530838376400266	GSE47799	3	cruciate ligamentvsarticular cartilage	Mouse embryonic meniscus articular cartilage and cruciate ligaments	24108661	Mouse	Cartilage Ligament Meniscus	Tissue	Cartilage Ligament Meniscus		Microarray	FALSE	Illumina
GSE29107_2	0.0155725158566254	0.528064624566288	GSE29107	2	p62_P392Lvsp62_wild_type	p62P392L Paget’s disease of bone model	NA	Human	Bone	Disease Gene perturbation	Paget??s Disease p62	Overexpression	Microarray	TRUE	1C-Agilent
GSE30628_2	0.0154087924337312	0.523113978701577	GSE30628	2	ColXTgcogvswild type	MCDS cartilage model	21935428	Mouse	Cartilage	Gene perturbation	Col10a1	Knockin	Microarray	FALSE	1C-Agilent
GSE98295_3	0.0153259048967892	0.520607637001997	GSE98295	3	miR-140 KOvsmiR-140 WT	miR-140 mutations and knockout in mouse chondrocytes	30804514	Mouse	Cartilage				RNASeq	FALSE	RNASeq
GSE103492_4	0.0152979351343043	0.519761891252641	GSE103492	4	Lrp5KO_Wnt3avsLrp5KO	Wnt3a treated Lrp5/6KO osteoblasts	29176883	Mouse	Bone	Gene perturbation Exogenous	Lrp5/6 Wnt3a 	Knockout	RNASeq	FALSE	RNASeq
GSE39340_3	0.0152617437583001	0.518667541508506	GSE39340	3	ankylosing spondylitisvsosteoarthritis	Synovium from patients with RA  osteoarthritis or ankylosing spondylitis	NA	Human	Synovium	Disease	Rheumatoid arthritis	osteoarthritis or ankylosing spondylitis	Microarray	FALSE	Illumina
GSE84907_1	0.0150199188890952	0.511355275080462	GSE84907	1	pH7.8vspH7.4	Osteoblast-like MC3T3 cell line viability at alkaline pH 	28955732	Mouse	Cell line	Culture	pH		Microarray	FALSE	Affy-ST
GSE115084_1	0.0150019503931182	0.510811946222984	GSE115084	1	Flcn targeted siRNA transfectedvsscramble siRNA transfected	Folliculin deficiency effect on Raw264.7 cells	29893999	Mouse	Cell line	Gene perturbation	Flcn	Knockdown	Microarray	TRUE	Affy
E-GEOD-18647_1	0.0147770546904231	0.504011581553976	E-GEOD-18647	1	Cre.;Tgfbr2lox/wt.Intervertebral disc (IVD)vsCre.;Tgfbr2lox/lox.Intervertebral disc (IVD)	Tgfbr2 knockout in embryonic intervertebral disc and vertebrae	20214815	Mouse	Cartilage	Gene perturbation	Tgfbr2	Knockout	Microarray	FALSE	Affy
GSE60651_1	0.0146877611648134	0.501311536468851	GSE60651	1	overexpressing A-CEBPvsoverexpressing GFP	CEBPA overexpression in chondrocytes	25749148	Mouse	Cell line	Gene perturbation	CEBPA	Overexpression	Microarray	TRUE	1C-Agilent
GSE39340_2	0.0146390544522782	0.499838749736607	GSE39340	2	osteoarthritisvsrheumatoid arthritis	Synovium from patients with RA  osteoarthritis or ankylosing spondylitis	NA	Human	Synovium	Disease	Rheumatoid arthritis	osteoarthritis or ankylosing spondylitis	Microarray	FALSE	Illumina
E-MTAB-1123_3	0.014626496380935	0.499459020539251	E-MTAB-1123	3	mOL-AR knockout.12vswild type.12	Mineralizing-osteoblast specific androgen receptor knockout	22525354	Mouse	Bone	Gene perturbation	AR	Knockout	Microarray	FALSE	Affy
GSE54749_1	0.0145966728547596	0.498557220943806	GSE54749	1	treated.with.Hh.inhibitorvsnone	Inhibition of Hedgehog signalling in human osteoarthritic cartilage	26315393	Human	Cartilage	Exogenous	Hedgehog inhibitor		Microarray	FALSE	Affy-ST
E-GEOD-8488_2	0.0145571568484178	0.497362341494501	E-GEOD-8488	2	UO126vsDMSO	Mouse chondrocytes treated with MEK/ERK pathway inhibitors	20111593	Mouse	Cartilage				RNASeq	FALSE	Affy
GSE99306_13	0.0144925925515553	0.495410055354742	GSE99306	13	X13del_UHZvsWT_UHZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
E-GEOD-1919_9	0.0142860742236116	0.489165383162162	E-GEOD-1919	9	osteoarthritis.non-steroidal anti-inflammatory drugsvsosteoarthritis.none	Human osteoarthritis or rheumatoid arthritis synovium treated with drug regimes	20858714	Human	Synovium	Disease	RA and Osteoarthritis		Microarray	TRUE	Affy
GSE66635_1	0.0142665030753086	0.488573593528758	GSE66635	1	injured meniscusvsnormal articular cartilage	Meniscus and Articular Cartilage from Knees Undergoing Arthroscopic Partial Meniscectomy	24692131	Human	Cartilage	Disease	Torn meniscus		Microarray	FALSE	Affy-ST
GSE42295_3	0.0142213294425184	0.487207639565586	GSE42295	3	surgery: OA.time after surgery: 8 weeksvssurgery: OA.time after surgery: 2 weeks	Rat model of surgically induced knee osteoarthritis	NA	Rat	Cartilage	Disease	Surgically induced knee osteoarthritis		Microarray	FALSE	Affy
GSE53982_1	0.0140839652130512	0.48305403928928	GSE53982	1	differentiating MC3T3-E1 cells treated with control scramble shRNAvsproliferating MC3T3-E1 cells treated with control scramble shRNA	Runx2 knockdown in differentiating preosteoblasts	24655370	Mouse	Cell line	Gene perturbation	Runx2	Knockdown	Microarray	FALSE	Affy-ST
E-GEOD-18648_1	0.013963877587263	0.47942284652833	E-GEOD-18648	1	TGF.beta1vsnone	TGF-beta and BMP mediated gene expression in cultured sclerotome	20214815	Mouse	Cartilage	Exogenous	TGF-beta and/or BMP4		Microarray	FALSE	Affy
GSE50549_2	0.0139419986545861	0.478761274435183	GSE50549	2	SAHA6hrvsDMSO	Histone Deacetylase Inhibition Promotes Osteoblast Maturation	23940046	Mouse	Cell line	Exogenous	Suberoylanilidehydroxamic acid		Microarray	FALSE	Illumina
GSE87608_1	0.0136922348448642	0.471208951438901	GSE87608	1	Runx2HET_vehiclevsWT_vehicle	HDAC inhibition in Heterozygous Runx2 Null Mice	28052439	Mouse	Bone	Gene perturbation Exogenous	Runx2 MS-275	Knockout	RNASeq	FALSE	RNASeq
E-MTAB-2450_3	0.0136888995361135	0.471108098841377	E-MTAB-2450	3	miR-195 transfection.rhBMP2vscontrol.rhBMP2	Osteoblasts treated with miR-195 mimic and or rhBMP2 	25407900	Mouse	Bone	Gene perturbation	miR-195-5p	Overexpression	Microarray	FALSE	1C-Agilent
GSE111628_3	0.013671803124511	0.470591139948722	GSE111628	3	ovariectomized mice with treadmill trainingvssham surgery	Osteoblast from sham ovariectomized mice (OVX) with and without treadmill training	30581558	Mouse	Bone	Disease	Exercise		Microarray	TRUE	Affy-ST
GSE43242_1	0.0134795352326331	0.464777370440268	GSE43242	1	Osteoblast specific beta-catenin constitutively expressedvswild type	Beta-catenin constitutive activation and FoxO1 knockout in osteoblasts	24429522	Mouse	Bone	Gene perturbation	Ctnnb1 FoxO1	Overexpression   Knockout	Microarray	FALSE	Affy
GSE55584_1	0.0133835106242831	0.461873791820698	GSE55584	1	rheumatoid arthritisvsosteoarthritis	Rheumatoid arthritis and osteoarthritis synovial membrane	24690414	Human	Synovium	Disease	Rheumatoid arthritis or  Osteoarthritis		Microarray	FALSE	Affy
GSE99306_5	0.0132318016828143	0.457286438157759	GSE99306	5	X13delChopKO_pHZvsWT_pHZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
GSE13104_3	0.0132155629702902	0.456795414249362	GSE13104	3	Rhabdomyosarcoma arisen from p53+/- mouse. Non-treated.vsCell type: mc3T3 mouse osteoblast, non-tumorigenic. Non-treated.	p53? osteosarcoma	NA	Mouse	Bone	Gene perturbation	p53	Heterozygote	Microarray	TRUE	Affy
GSE63939_1	0.0131955431448531	0.456190057579802	GSE63939	1	Osteoblastic in vitro differentiation of Kusa4b10 mouse cell line.vsKusa4b10 mouse cell line	Mouse model of human osteosarco	25571841	Mouse	Cell line	Tissue	osteoblast cell lines		Microarray	FALSE	Affy-ST
E-MTAB-3010_4	0.0131377770090552	0.454443333279436	E-MTAB-3010	4	DMEM + beta-glycerol phosphate, ascorbic acid and dexamethasone for 21 daysvsDMEM + beta-glycerol phosphate, ascorbic acid and dexamethasone for 7 days	miR450a-5p in osteoblast differentiation	28407302	Human	Bone	Gene perturbation	miR450a-5p	Overexpression	Microarray	TRUE	1C-Agilent
GSE111946_2	0.0130675913022842	0.452321067736455	GSE111946	2	inhibitors of miR-218vsAnti-miR Negative Control	Modulation of microRNA-218 in fibroblast-like synovial cells	30157923	Human	Synovium	Gene perturbation	Mir-218	Overexpression Knockdown	Microarray	TRUE	1C-Agilent
E-GEOD-18648_2	0.0130642180365834	0.452219067402005	E-GEOD-18648	2	BMP4vsnone	TGF-beta and BMP mediated gene expression in cultured sclerotome	20214815	Mouse	Cartilage	Exogenous	TGF-beta and/or BMP4		Microarray	FALSE	Affy
GSE90890_1	0.012960711679475	0.449089256714374	GSE90890	1	Cdc73fKOvsWT	Cdc73 knockout in osteoblasts	28384511	Mouse	Bone	Gene perturbation	Cdc73	Knockdown	RNASeq	FALSE	RNASeq
GSE7685_1	0.0127137554210185	0.441621828058902	GSE7685	1	Manually.microdissected.embryonic.tibiae..zone.I.of.growth.platevsManually.microdissected.embryonic.tibiae..zone.II.of.growth.plate	growth plate chondrocyte differentiation	20084171	Mouse	Cartilage				Microarray	FALSE	Affy
E-GEOD-54461_2	0.0127123050237483	0.441577971149969	E-GEOD-54461	2	Day6vsDay2	Temporal gene expression across osteoblastogenesis	24945404	Mouse	Bone	Development	Osteoblast differentiation	NA	RNASeq	FALSE	RNASeq
GSE55457_1	0.0126164511877894	0.438679556321975	GSE55457	1	rheumatoid arthritisvsosteoarthritis	Rheumatoid arthritis  osteoarthritis and control synovial membrane	24690414	Human	Synovium	Disease	Rheumatoid arthritis	 Osteoarthritis	Microarray	FALSE	Affy
GSE35466_5	0.0123952969327462	0.431992325021536	GSE35466	5	bone marrow cells, adiponectin, 120 hrsvsbone marrow cells, unterated, 120 hrs	Bone marrow cultures treated with adiponectin	22374965	Mouse	Bone	Exogenous	Adiponectin		Microarray	TRUE	Affy
GSE108721_4	0.0123109306094141	0.429441267986803	GSE108721	4	Mir182Loss_RANKLvsWT_RANKL	Inhibition of microRNA-182 in bone	30291236	Mouse	Bone	Gene perturbation	mir182	Overexpression	RNASeq	TRUE	RNASeq
E-GEOD-1919_5	0.0120683420007925	0.422105907713554	E-GEOD-1919	5	rheumatoid arthritis.steroids, disease modifying antirheumatic drugs and non-steroidal anti-inflammatory drugsvsnormal.none	Human osteoarthritis or rheumatoid arthritis synovium treated with drug regimes	20858714	Human	Synovium	Disease	RA and Osteoarthritis		Microarray	TRUE	Affy
GSE21523_1	0.011899611151582	0.417003847995239	GSE21523	1	TERC-/-vsTERC+/+	Long bones of telomerase deficient mice	21308778	Mouse	Bone	Gene perturbation	TERC	Knockout	Microarray	TRUE	Illumina
GSE9329_1	0.0117739342645309	0.413203647937296	GSE9329	1	OsteoarthritisvsRhumatoid arthritis	Rheumatoid arthritis and osteoarthritis synovial membrane	18187038	Human	Synovium	Disease	RA	Osteoarthritis	Microarray	TRUE	Affy
E-GEOD-12860_4	0.0117461373890179	0.412363129919913	E-GEOD-12860	4	Chondrocytes stimulated with azathioprine (imurek) treated RASFvsNDSF stimulated chondrocytes	Human chondrocytes antirheumatic drug response	19192274	Human	Cartilage	Exogenous	Antirheumatic drugs		Microarray	TRUE	Affy
GSE93698_6	0.0116710206563442	0.410091760708299	GSE93698	6	Microcrystalline arthritisvsOsteoarthritis	Systemic sclerosis tenosynovial biopsies	30608617	Human	Synovium	Disease	tenosynovitis RA Osteoarthritis		Microarray	FALSE	Affy
GSE63017_2	0.0115401176453837	0.406133533849652	GSE63017	2	Pax1HETvsWT	Pax1 and Pax9 in Embryonic Intervertebral Disc Development	28011632	Mouse	Cartilage	Gene perturbation	Pax1/Pax9	Knockout	Microarray	FALSE	Illumina
GSE18991_1	0.0114244190838133	0.402635056996026	GSE18991	1	Hoxd4 transgenicvswild type	Overexpression of Hoxd4 in chondrocytes at E18.5	26069554	Mouse	Cartilage	Gene perturbation	Hoxd4	Overexpression	Microarray	FALSE	Affy
GSE99306_10	0.010909361689342	0.387060823847507	GSE99306	10	X13del_PZvsWT_PZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
GSE89179_6	0.0108742448525515	0.385998965869184	GSE89179	6	siCHD1_MSC_UndvssiCon_MSC_Und	CHD1 knockdown in MSC and FOB cell lines	28475736	Human	Cell line	Gene perturbation	CHD1	Knockdown	RNASeq	TRUE	RNASeq
GSE35466_3	0.0107869801612844	0.383360268391939	GSE35466	3	bone marrow cells, adiponectin, 24 hrsvsbone marrow cells, unterated, 24 hrs	Bone marrow cultures treated with adiponectin	22374965	Mouse	Bone	Exogenous	Adiponectin		Microarray	TRUE	Affy
GSE114079_2	0.0107523841203011	0.382314158164082	GSE114079	2	SMAD3KO_E12.5vsWT_E12.5	Smad4-/- forelimbs at E11.5-E14.5	29735531	Mouse	Embryo	Gene perturbation	Smad4	Knockout	RNASeq	TRUE	RNASeq
GSE45793_5	0.0105821766024932	0.377167447148133	GSE45793	5	WT DMM 1wkvsWT Sham 1wk	ADAMTS5 perturbation in mouse DMM model of OA	23436205	Mouse	Cartilage	Disease Gene perturbation	Osteoarthritis ADAMTS5	Knockin	Microarray	FALSE	2C-Agilent
GSE78980_8	0.0105719309526613	0.37685764062763	GSE78980	8	TO-/- 0g no treatmentvsTO+/+ 0g no treatment	PTHrP in Osteoblast Response to Microgravity	27463808	Mouse	Bone	Gene perturbation	PTHrP	Knockout	Microarray	TRUE	Illumina
GSE100786_1	0.010549380994892	0.376175778171993	GSE100786	1	Bone marrow Monocytes from RA patientvsBone marrow Monocytes from OA patient	Bone marrow and blood monocytes from patients with RA and OA	NA	Human	Blood	Disease	RA and Osteoarthritis		Microarray	FALSE	Affy
GSE52992_1	0.0105364747377303	0.375785520580763	GSE52992	1	human TNF transgenic and knockout in Rsk2 gene (Rsk2-/y FLS)vshuman TNF transgenic without knockout (Rsk2+/y FLS)	hTNFtg and hTNFtg;Rsk2-/y primary synovial fibroblasts.	25414238	Mouse	Synovium	Gene perturbation	Rsk2	Knockout	Microarray	FALSE	Affy
GSE66554_1	0.010516409334436	0.37517878573436	GSE66554	1	newbornvsadult	Knee articular cartilage at different developmental stages	NA	Rat	Cartilage	Development	Cartilage development		Microarray	FALSE	Affy-ST
GSE99306_11	0.0104802916342892	0.37408666379045	GSE99306	11	X13delChopKO_UHZvsWT_UHZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
GSE97828_1	0.0103713903785124	0.370793722914657	GSE97828	1	MUTvsWT	Apert syndrome model mice 	30228104	Mouse	Cartilage				RNASeq	FALSE	RNASeq
GSE27492_2	0.0103114997849675	0.368982759559342	GSE27492	2	Ankle.D03vsAnkle.D00	Synovial fluid cells from a mouse model of autoantibody-mediated arthritis timecourse	20506316	Mouse	Synovium	Disease	autoantibody-mediated arthritis		Microarray	FALSE	Affy
GSE13837_23	0.0101463632197484	0.363989383295502	GSE13837	23	TNF stimulated synovial fibroblasts (4h).rheumatoid arthritisvsTNF stimulated synovial fibroblasts (4h).osteoarthritis	TGFb or TNFa treated synovium from rheumatoid arthritis or osteoarthritis	19622164	Human	Synovium	Disease	Osteoarthritis  Rheumatoid arthritis	TNF and TGFB	Microarray	FALSE	Affy
GSE114919_2	0.0100790420909855	0.361953736459966	GSE114919	2	Tibia_PZ_4wkvsTibia_PZ_1wk	Development of the proliferative zone or hypertrophic zone of mouse growth plate	30036371	Mouse	Cartilage	Development	Growth plate		RNASeq	FALSE	RNASeq
GSE62914_2	0.0100127267336339	0.359948501999094	GSE62914	2	iPSC differentiated to chondrocyte for 9 daysvsiPSC	iPSC generated chondrocytes	25911615	Human	Cartilage	Development	iPSC		Microarray	FALSE	Affy-ST
GSE114521_2	0.0098300695471624	0.354425339650787	GSE114521	2	Sox9null_E12.5vsControl_E12.5	Sox9 knockout embryos	30021842	Mouse	Embryo	Gene perturbation	Sox9	Knockout	RNASeq	FALSE	RNASeq
GSE29233_1	0.00981963753748711	0.354109898007517	GSE29233	1	TGFb treatedvsUntreated	TGF-beta treated bovine articular chondrocytes	22394585	Cow	Cartilage	Exogenous	TGF-Beta		Microarray	TRUE	Affy
GSE104473_5	0.00979167086504264	0.353264245694369	GSE104473	5	Mandibular Distraction_15_OPvsMandibular Fracture_15_OP	Mouse mandible during distraction osteogenesis	30356216	Mouse	Bone	Development			RNASeq	FALSE	RNASeq
E-MTAB-3186_1	0.00974843012254489	0.351956738196362	E-MTAB-3186	1	Day1vsControl	Synovium from a pig model of post-traumatic osteoarthritis	32107493	Pig	Synovium	Disease	unilateral ACL transection		RNASeq	FALSE	RNASeq
GSE102588_1	0.00932180341763773	0.339056459817814	GSE102588	1	X13del.tg.mutant.with.bone.overgrowthvswild.type	Calvaria of 10-day-old 13del-tg transgenic mice displaying bone overgrowth	28973168	Mouse	Bone	Disease Gene perturbation	Col10a1	Knockin	Microarray	FALSE	Affy
GSE63939_2	0.00927557258102542	0.337658538273963	GSE63939	2	Osteoblastic in vitro differentiation of Kusa4b10 mouse cell line.vsOsteosarcoma cell line	Mouse model of human osteosarco	25571841	Mouse	Cell line	Tissue	osteoblast cell lines		Microarray	FALSE	Affy-ST
GSE114919_4	0.00902965789299748	0.33022260447881	GSE114919	4	Tibia_PZ_1wkvsTibia_HZ_1wk	Development of the proliferative zone or hypertrophic zone of mouse growth plate	30036371	Mouse	Cartilage	Development	Growth plate		RNASeq	FALSE	RNASeq
GSE71565_1	0.00877278381027127	0.322455282046138	GSE71565	1	differentiated for 12 daysvsdifferentiated for 5 days	Primary osteoblast differentiation	31202927	Mouse	Bone	Development	Osteoblast differentiation		Microarray	TRUE	Affy
GSE110281_1	0.0086754622056046	0.319512485034122	GSE110281	1	Sox9PosvsLrg5Pos	e13.5 Sox-GFP forming digit e14.5 Lgr5-GFP interzone and e14.5 GFP- surrounding tissues in digit	NA	Mouse	Embryo	Tissue	E13.5 and E14.5		RNASeq	TRUE	RNASeq
GSE99306_1	0.00859993110160682	0.317228586120615	GSE99306	1	X13delChopKO_LHZvsWT_LHZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
GSE114919_Rat_5	0.0083957761951223	0.311055378734149	GSE114919_Rat	5	Tibia_HZ_4wkvsTibia_HZ_1wk	Development of the proliferative zone or hypertrophic zone of rat growth plate	30036371	Rat	Cartilage	Development	Growth plate		RNASeq	FALSE	RNASeq
E-ERAD-89_4	0.00836741563029887	0.310197815958573	E-ERAD-89	4	MELATONIN_48vsDMSO_48	Melatonin signaling in osteoblast	NA	Mouse	Bone	Exogenous	Melatonin/Serotonin		RNASeq	TRUE	RNASeq
GSE10555_1	0.00828702823185951	0.307767073095862	GSE10555	1	osteoblast Slc39a13 knockoutvsosteoblast wild type	Slc39a13 knockout osteoblasts	18985159	Mouse	Bone	Gene perturbation	Slc39a13	Knockout	Microarray	TRUE	Affy
GSE108721_2	0.00796250269737227	0.297954115567234	GSE108721	2	Mir182Loss_BasalvsWT_Basal	Inhibition of microRNA-182 in bone	30291236	Mouse	Bone	Gene perturbation	mir182	Overexpression	RNASeq	TRUE	RNASeq
E-ERAD-89_1	0.00787574847260366	0.295330853504271	E-ERAD-89	1	MELATONIN_6vsDMSO_6	Melatonin signaling in osteoblast	NA	Mouse	Bone	Exogenous	Melatonin/Serotonin		RNASeq	TRUE	RNASeq
GSE99306_2	0.00782720013976998	0.293862855835196	GSE99306	2	X13delChopKO_LHZvsX13del_LHZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
E-GEOD-1919_1	0.00779867825675663	0.293000415142852	E-GEOD-1919	1	rheumatoid arthritis.disease modifying antirheumatic drugsvsrheumatoid arthritis.non-steroidal anti-inflammatory drugs	Human osteoarthritis or rheumatoid arthritis synovium treated with drug regimes	20858714	Human	Synovium	Disease	RA and Osteoarthritis		Microarray	TRUE	Affy
GSE45793_2	0.00775357369412475	0.291636549713423	GSE45793	2	Adamts5Dcat DMM 1wkvsAdamts5Dcat Sham 1wk	ADAMTS5 perturbation in mouse DMM model of OA	23436205	Mouse	Cartilage	Disease Gene perturbation	Osteoarthritis ADAMTS5	Knockin	Microarray	FALSE	2C-Agilent
GSE13837_14	0.00770526593529212	0.2901758264872	GSE13837	14	TNF stimulated synovial fibroblasts (2h).rheumatoid arthritisvsTNF stimulated synovial fibroblasts (0h).rheumatoid arthritis	TGFb or TNFa treated synovium from rheumatoid arthritis or osteoarthritis	19622164	Human	Synovium	Disease	Osteoarthritis  Rheumatoid arthritis	TNF and TGFB	Microarray	FALSE	Affy
GSE87605_2	0.00733070286535056	0.27884984098983	GSE87605	2	Flat cell layervsRound cell layer	Three layers in the mouse growth plate	30843886	Mouse	Cartilage	Tissue	Round or Flat or Hypertrophic Cell layer.		Microarray	FALSE	Affy
GSE45233_1	0.00732668386215753	0.278728314935792	GSE45233	1	Knee meniscus, old, chondrosisvsKnee meniscus, young, chondrosis	Human Injured Meniscus with age and chondrosis	24692131	Human	Meniscus	Disease	Human Injured Meniscus		Microarray	FALSE	Illumina
E-MTAB-3186_4	0.00732357530514313	0.278634318825422	E-MTAB-3186	4	Day14vsControl	Synovium from a pig model of post-traumatic osteoarthritis	32107493	Pig	Synovium	Disease	unilateral ACL transection		RNASeq	FALSE	RNASeq
GSE128402_1	0.00726002243390561	0.276712616031645	GSE128402	1	Col2Cre; Adgrg6f/fvswild type	Adgrg6 knockout IVD	31652254	Mouse	Cartilage				RNASeq	FALSE	RNASeq
GSE99731_3	0.00717613968605639	0.274176181284439	GSE99731	3	DMM.6 wkvsDMM.1 wk	Osteoarthritic Synovial Tissue from a Mouse Model of Early Post-Traumatic OA	29255152	Mouse	Synovium	Disease	Surgical destabilization of medial meniscus		Microarray	FALSE	1C-Agilent
E-GEOD-33567_1	0.00691733764301215	0.266350561458474	E-GEOD-33567	1	Mouse C2C12 cells (96h)vsMouse C2C12 cells (0h)	BMP2 induced C2C12 differentiation	23825702	Mouse	Cell line	Exogenous	BMP2		Microarray	TRUE	Affy
GSE79176_2	0.00682980969502344	0.263703903661459	GSE79176	2	high (1mg/ml) concentration of polyphosphatesvsnone (control)	Effect of polyphosphates on osteoblast mineralization	30389276	Rat	Bone	Exogenous	polyphosphates		Microarray	TRUE	1C-Agilent
GSE60401_1	0.00668704439415369	0.259386986546724	GSE60401	1	SXR_EtvsDsRed_Et	SXR overexpression in ATDC5 cells	25749104	Mouse	Cell line	Gene perturbation	SXR	Overexpression	Microarray	TRUE	Affy-ST
GSE26499_1	0.0066568931136802	0.258475276362847	GSE26499	1	RANKlowFmshighvsRANKhighFmslow	Lineage-committed osteoclast precursors	21898588	Mouse	Bone	Development	Osteoblast precusors		Microarray	TRUE	Affy-ST
GSE103697_1	0.00661676153286578	0.257261783259104	GSE103697	1	ARP-1.5 ug/ml CRP for 24 hoursvsARP-1.Control	Myeloma cell production of osteolytic cytokines	29233917	Human	Cell line	Exogenous	C-reactive protein		Microarray	TRUE	Illumina
