ENSG	ENTREZID	GENETYPE	SYMBOL	GENENAME	log2FoldChange	V	classification	specific.factor
1228	ENSG00000083807	10998	protein-coding	SLC27A5	solute carrier family 27 member 5	-0.00913663040292393	0.0036287888686753	basal	NA
1229	ENSG00000083812	25799	protein-coding	ZNF324	zinc finger protein 324	-0.00745975854171748	0.04445745784306	basal	NA
1230	ENSG00000083814	79891	protein-coding	ZNF671	zinc finger protein 671	0.128205635636312	0.0339751598712271	basal	NA
1231	ENSG00000083817	55659	protein-coding	ZNF416	zinc finger protein 416	0.199961459993102	0.0678258431475559	basal	NA
1232	ENSG00000083828	54807	protein-coding	ZNF586	zinc finger protein 586	-0.00621255023718152	0.0156370863463854	basal	NA
1233	ENSG00000083838	55663	protein-coding	ZNF446	zinc finger protein 446	-0.0233918273574276	0.0268673132306399	basal	NA
1234	ENSG00000083844	9422	protein-coding	ZNF264	zinc finger protein 264	-0.0266409196072288	0.0695434478347775	basal	NA
1235	ENSG00000083845	6193	protein-coding	RPS5	ribosomal protein S5	0.0407480504019255	0.0279657355821694	basal	NA
1236	ENSG00000083857	2195	protein-coding	FAT1	FAT atypical cadherin 1	0.0892243396929215	0.00819999812330805	basal	NA
1237	ENSG00000083896	91746	protein-coding	YTHDC1	YTH N6-methyladenosine RNA binding protein C1	-0.0100455221441001	0.0709099057957888	basal	NA
1238	ENSG00000083937	25978	protein-coding	CHMP2B	charged multivesicular body protein 2B	-0.200077489042174	0.0724298238346112	basal	NA
1239	ENSG00000084070	64744	protein-coding	SMAP2	small ArfGAP2	0.171535521236727	0.0257691896671534	basal	NA
1240	ENSG00000084072	10450	protein-coding	PPIE	peptidylprolyl isomerase E	0.123477675961618	0.0576952542762359	basal	NA
1241	ENSG00000084073	10269	protein-coding	ZMPSTE24	zinc metallopeptidase STE24	-0.0317881739271072	0.0555018301799323	basal	NA
1242	ENSG00000084090	56910	protein-coding	STARD7	StAR related lipid transfer domain containing 7	0.223309040039174	0.047991269693515	basal	NA
1243	ENSG00000084093	5978	protein-coding	REST	RE1 silencing transcription factor	-0.0875879805164861	0.0392754576418311	basal	NA
1244	ENSG00000084112	54434	protein-coding	SSH1	slingshot protein phosphatase 1	0.0217480680523962	0.0654697235956879	basal	NA
1245	ENSG00000084207	2950	protein-coding	GSTP1	glutathione S-transferase pi 1	-0.0399193500736987	0.011517769996298	basal	NA
1246	ENSG00000084234	334	protein-coding	APLP2	amyloid beta precursor like protein 2	0.115673944584021	0.0374812468589095	basal	NA
1247	ENSG00000084444	57613	protein-coding	FAM234B	family with sequence similarity 234 member B	0.352230640572253	0.511043491065245	basal	NA
1248	ENSG00000084463	51729	protein-coding	WBP11	WW domain binding protein 11	0.0427015918681691	0.0227224460444355	basal	NA
1249	ENSG00000084623	8668	protein-coding	EIF3I	eukaryotic translation initiation factor 3 subunit I	0.0447145291836459	0.0108911934470775	basal	NA
1250	ENSG00000084636	1307	protein-coding	COL16A1	collagen type XVI alpha 1 chain	-0.0732066639065144	0.0248051669443044	basal	NA
1251	ENSG00000084652	200081	protein-coding	TXLNA	taxilin alpha	-0.0524334104800007	0.00699435459355483	basal	NA
1252	ENSG00000084676	8648	protein-coding	NCOA1	nuclear receptor coactivator 1	0.0514889426591107	0.0609089483627479	basal	NA
1253	ENSG00000084693	60509	protein-coding	AGBL5	AGBL carboxypeptidase 5	0.0219276653819682	0.00613940357986976	basal	NA
1254	ENSG00000084710	22979	protein-coding	EFR3B	EFR3 homolog B	-2.48887715168786	0.611461187630248	similar	NA
1255	ENSG00000084731	3797	protein-coding	KIF3C	kinesin family member 3C	-0.0854775466318547	0.0262677540601992	basal	NA
1256	ENSG00000084733	10890	protein-coding	RAB10	RAB10, member RAS oncogene family	0.0441015885743284	0.0198322785085997	basal	NA
1257	ENSG00000084734	2646	protein-coding	GCKR	glucokinase regulator	-0.0197744960278402	0.0427133430691157	basal	NA
1258	ENSG00000084754	3030	protein-coding	HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	0.280354070634163	0.0762272578497535	basal	NA
1259	ENSG00000084764	22924	protein-coding	MAPRE3	microtubule associated protein RP/EB family member 3	-0.898137326704355	0.464760635239632	basal	NA
1260	ENSG00000084774	790	protein-coding	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	-0.101394114462322	0.0107691901762772	basal	NA
1261	ENSG00000085063	966	protein-coding	CD59	CD59 molecule (CD59 blood group)	-0.0201202878913886	0.00690828258303479	basal	NA
1262	ENSG00000085117	3732	protein-coding	CD82	CD82 molecule	-0.0339843366318196	0.0581983379650964	basal	NA
1263	ENSG00000085185	63035	protein-coding	BCORL1	BCL6 corepressor like 1	-0.0189934092986606	0.00417168842619226	basal	NA
1264	ENSG00000085224	546	protein-coding	ATRX	ATRX chromatin remodeler	0.116441401336343	0.067120176093093	basal	NA
1265	ENSG00000085231	102157402	protein-coding	AK6	adenylate kinase 6	0.212078910442691	0.0460989052511244	basal	NA
1266	ENSG00000085274	55892	protein-coding	MYNN	myoneurin	0.101083812342536	0.0217842648571079	basal	NA
1267	ENSG00000085276	2122	protein-coding	MECOM	MDS1 and EVI1 complex locus	0.479728050684462	0.203113739368363	basal	NA
1268	ENSG00000085365	9522	protein-coding	SCAMP1	secretory carrier membrane protein 1	-0.0994824017767648	0.030943505583281	basal	NA
1269	ENSG00000085377	5550	protein-coding	PREP	prolyl endopeptidase	-0.128753094999101	0.0185005511599908	basal	NA
1270	ENSG00000085382	57531	protein-coding	HACE1	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1	0.0595694721559709	0.0163496010570351	basal	NA
1271	ENSG00000085415	81929	protein-coding	SEH1L	SEH1 like nucleoporin	0.267061670957548	0.0718080696647905	basal	NA
1272	ENSG00000085433	22911	protein-coding	WDR47	WD repeat domain 47	0.232554454033422	0.0667005390278308	basal	NA
1273	ENSG00000085449	57590	protein-coding	WDFY1	WD repeat and FYVE domain containing 1	0.198887699520964	0.0269613887675047	basal	NA
1274	ENSG00000085465	5016	protein-coding	OVGP1	oviductal glycoprotein 1	-0.143574233113739	0.063999139768457	basal	NA
1275	ENSG00000085491	29957	protein-coding	SLC25A24	solute carrier family 25 member 24	0.14891473083895	0.0279755687161652	basal	NA
1276	ENSG00000085511	4216	protein-coding	MAP3K4	mitogen-activated protein kinase kinase kinase 4	0.0337312040364025	0.104909245350331	basal	NA
1277	ENSG00000085644	7760	protein-coding	ZNF213	zinc finger protein 213	-0.0948400302260372	0.0310528076439758	basal	NA
1278	ENSG00000085662	231	protein-coding	AKR1B1	aldo-keto reductase family 1 member B	-0.0466390067007952	0.194558175426921	basal	NA
1279	ENSG00000085719	8895	protein-coding	CPNE3	copine 3	-0.63668293210649	0.377355974596797	basal	NA
1280	ENSG00000085721	54700	protein-coding	RRN3	RRN3 homolog, RNA polymerase I transcription factor	0.0346936303189411	0.0378480582249872	basal	NA
1281	ENSG00000085733	2017	protein-coding	CTTN	cortactin	0.0510516085360782	0.0106582633041142	basal	NA
1282	ENSG00000085760	4528	protein-coding	MTIF2	mitochondrial translational initiation factor 2	0.166793373401106	0.0561460070726755	basal	NA
1283	ENSG00000085788	23259	protein-coding	DDHD2	DDHD domain containing 2	0.0141501944824318	0.0273216505069145	basal	NA
1284	ENSG00000085832	2060	protein-coding	EPS15	epidermal growth factor receptor pathway substrate 15	0.200183119259489	0.0542841507145891	basal	NA
1285	ENSG00000085840	4998	protein-coding	ORC1	origin recognition complex subunit 1	-0.0904241969046048	0.0334349581114085	basal	NA
1286	ENSG00000085871	4258	protein-coding	MGST2	microsomal glutathione S-transferase 2	0.533432073106406	0.193153109384181	basal	NA
1287	ENSG00000085872	10523	protein-coding	CHERP	calcium homeostasis endoplasmic reticulum protein	-0.176770763418531	0.0425354601231276	basal	NA
1288	ENSG00000085978	55054	protein-coding	ATG16L1	autophagy related 16 like 1	-0.109064734202229	0.0102310614945847	basal	NA
1289	ENSG00000085982	55230	protein-coding	USP40	ubiquitin specific peptidase 40	0.0999109414412771	0.0353309608730939	basal	NA
1290	ENSG00000085998	55624	protein-coding	POMGNT1	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)	-0.26569703441823	0.0883631825369159	basal	NA
1291	ENSG00000085999	8438	protein-coding	RAD54L	RAD54 like	-0.0157297823505993	0.0317816727751807	basal	NA
1292	ENSG00000086015	23139	protein-coding	MAST2	microtubule associated serine/threonine kinase 2	-0.354202169775794	0.127633770325654	basal	NA
1293	ENSG00000086061	3301	protein-coding	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1	0.171038313180547	0.0383717954487572	basal	NA
1294	ENSG00000086062	2683	protein-coding	B4GALT1	beta-1,4-galactosyltransferase 1	-0.267858432856307	0.0933071362499333	basal	NA
1295	ENSG00000086065	51510	protein-coding	CHMP5	charged multivesicular body protein 5	0.113812263276077	0.0267879874998485	basal	NA
1296	ENSG00000086102	4799	protein-coding	NFX1	nuclear transcription factor, X-box binding 1	0.179551976267663	0.0400352184356241	basal	NA
1297	ENSG00000086189	27292	protein-coding	DIMT1	DIM1 rRNA methyltransferase and ribosome maturation factor	0.210698536348626	0.0386775292500468	basal	NA
1298	ENSG00000086200	101180901	ncRNA	IPO11-LRRC70	IPO11-LRRC70 readthrough	0.174140146912065	0.0411355306722589	basal	NA
1299	ENSG00000086232	27102	protein-coding	EIF2AK1	eukaryotic translation initiation factor 2 alpha kinase 1	-0.0668772847816294	0.0147111836899375	basal	NA
1300	ENSG00000086289	54749	protein-coding	EPDR1	ependymin related 1	0.0897806745325933	0.0126928882205223	basal	NA
1301	ENSG00000086475	22929	protein-coding	SEPHS1	selenophosphate synthetase 1	0.0505981236961373	0.0108374564104221	basal	NA
1302	ENSG00000086504	10573	protein-coding	MRPL28	mitochondrial ribosomal protein L28	-0.071370354956997	0.00830396997667013	basal	NA
1303	ENSG00000086544	80271	protein-coding	ITPKC	inositol-trisphosphate 3-kinase C	0.0253267336107776	0.00714098389337433	basal	NA
1304	ENSG00000086589	55696	protein-coding	RBM22	RNA binding motif protein 22	0.155118180926668	0.0287064201977401	basal	NA
1305	ENSG00000086598	10959	protein-coding	TMED2	transmembrane p24 trafficking protein 2	-0.00948500791935371	0.0525985369264343	basal	NA
1306	ENSG00000086619	56605	protein-coding	ERO1B	endoplasmic reticulum oxidoreductase 1 beta	-0.277265173675111	0.0948506478066027	basal	NA
1307	ENSG00000086666	54469	protein-coding	ZFAND6	zinc finger AN1-type containing 6	0.0333728755784929	0.00935199281559399	basal	NA
1308	ENSG00000086696	3294	protein-coding	HSD17B2	hydroxysteroid 17-beta dehydrogenase 2	-2.40902468453227	0.766721788832704	sparse	NA
1309	ENSG00000086712	55787	protein-coding	TXLNG	taxilin gamma	0.447722584847055	0.225576887040081	basal	NA
1310	ENSG00000086758	10075	protein-coding	HUWE1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1	-0.0419612138510534	0.0150604759174421	basal	NA
1311	ENSG00000086827	9183	protein-coding	ZW10	zw10 kinetochore protein	0.0679043958136017	0.0912140771507646	basal	NA
1312	ENSG00000086848	79796	protein-coding	ALG9	ALG9 alpha-1,2-mannosyltransferase	0.0541034281340099	0.0195871479549676	basal	NA
1313	ENSG00000086991	50507	protein-coding	NOX4	NADPH oxidase 4	0.209560952806934	0.0516146252140953	basal	NA
1314	ENSG00000087008	8310	protein-coding	ACOX3	acyl-CoA oxidase 3, pristanoyl	-0.0329049930623672	0.102551048747712	basal	NA
1315	ENSG00000087053	8898	protein-coding	MTMR2	myotubularin related protein 2	0.0362454940388804	0.0108160295806425	basal	NA
1316	ENSG00000087074	23645	protein-coding	PPP1R15A	protein phosphatase 1 regulatory subunit 15A	-0.718879806224925	0.343857675442892	basal	NA
1317	ENSG00000087076	51171	protein-coding	HSD17B14	hydroxysteroid 17-beta dehydrogenase 14	-0.112683101412345	0.0204944621904502	basal	NA
1318	ENSG00000087077	7205	protein-coding	TRIP6	thyroid hormone receptor interactor 6	0.100310745492721	0.0255044592035393	basal	NA
1319	ENSG00000087086	2512	protein-coding	FTL	ferritin light chain	0.340545620828765	0.116254935197665	basal	NA
1320	ENSG00000087087	51593	protein-coding	SRRT	serrate, RNA effector molecule	-0.0913402962751226	0.0476250915415953	basal	NA
1321	ENSG00000087088	581	protein-coding	BAX	BCL2 associated X, apoptosis regulator	0.0983465306285065	0.0242872942245122	basal	NA
1322	ENSG00000087095	51701	protein-coding	NLK	nemo like kinase	-0.0970341669076988	0.0250982514616064	basal	NA
1323	ENSG00000087111	94005	protein-coding	PIGS	phosphatidylinositol glycan anchor biosynthesis class S	-0.0256146609685178	0.00639856322654058	basal	NA
1324	ENSG00000087116	9509	protein-coding	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	-0.17391491568646	0.140829143812719	basal	NA
1325	ENSG00000087152	56970	protein-coding	ATXN7L3	ataxin 7 like 3	-0.00536842897441411	0.0313040261235218	basal	NA
1326	ENSG00000087157	9489	protein-coding	PGS1	phosphatidylglycerophosphate synthase 1	-0.0473734714216398	0.0318036517007354	basal	NA
1327	ENSG00000087191	5705	protein-coding	PSMC5	proteasome 26S subunit, ATPase 5	0.250394517753492	0.0947643526810654	basal	NA
1328	ENSG00000087206	51720	protein-coding	UIMC1	ubiquitin interaction motif containing 1	-0.330177236808556	0.165005865557397	basal	NA
1329	ENSG00000087245	4313	protein-coding	MMP2	matrix metallopeptidase 2	-0.359143173794432	0.0970208679465094	basal	NA
1330	ENSG00000087253	54947	protein-coding	LPCAT2	lysophosphatidylcholine acyltransferase 2	-0.0821947546431597	0.0687342279163382	basal	NA
1331	ENSG00000087263	55239	protein-coding	OGFOD1	2-oxoglutarate and iron dependent oxygenase domain containing 1	-0.0790069670600392	0.119851529213673	basal	NA
1332	ENSG00000087266	6452	protein-coding	SH3BP2	SH3 domain binding protein 2	-0.015338523913221	0.00977330699161217	basal	NA
1333	ENSG00000087269	8602	protein-coding	NOP14	NOP14 nucleolar protein	0.029443511732527	0.0190624749639515	basal	NA
1334	ENSG00000087274	118	protein-coding	ADD1	adducin 1	0.141907583647129	0.0405310525650675	basal	NA
1335	ENSG00000087299	79944	protein-coding	L2HGDH	L-2-hydroxyglutarate dehydrogenase	-0.102063150119538	0.0304175083745226	basal	NA
1336	ENSG00000087301	57544	protein-coding	TXNDC16	thioredoxin domain containing 16	-0.0282477900760327	0.0633781867609216	basal	NA
1337	ENSG00000087302	51637	protein-coding	RTRAF	RNA transcription, translation and transport factor	0.0386925148601028	0.00754656324517601	basal	NA
1338	ENSG00000087303	22795	protein-coding	NID2	nidogen 2	-0.524736106136316	0.196652503773646	basal	NA
1339	ENSG00000087338	64395	protein-coding	GMCL1	germ cell-less 1, spermatogenesis associated	-0.130063492681578	0.00586681638754688	basal	NA
1340	ENSG00000087365	10992	protein-coding	SF3B2	splicing factor 3b subunit 2	-0.170205084184543	0.0466283327049686	basal	NA
1341	ENSG00000087448	57542	protein-coding	KLHL42	kelch like family member 42	0.0388429968833995	0.00108629710793543	basal	NA
1342	ENSG00000087460	2778	protein-coding	GNAS	GNAS complex locus	-0.297694759911255	0.0900626380869463	basal	NA
1343	ENSG00000087470	10059	protein-coding	DNM1L	dynamin 1 like	0.0899524058257555	0.0138248933834773	basal	NA
1344	ENSG00000087494	5744	protein-coding	PTHLH	parathyroid hormone like hormone	-0.436276741757772	0.1836978628153	basal	NA
1345	ENSG00000087502	51290	protein-coding	ERGIC2	ERGIC and golgi 2	0.0306850526385865	0.0454036456288898	basal	NA
1346	ENSG00000087586	6790	protein-coding	AURKA	aurora kinase A	-0.0207796495239586	0.0718398483392004	basal	NA
1347	ENSG00000087842	8544	protein-coding	PIR	pirin	0.0523538795698832	0.00425132649472784	basal	NA
1348	ENSG00000087884	28971	protein-coding	AAMDC	adipogenesis associated Mth938 domain containing	0.384570061098687	0.0592135763295121	basal	NA
1349	ENSG00000087903	5990	protein-coding	RFX2	regulatory factor X2	-0.148915095454075	0.0907709981309501	basal	NA
1350	ENSG00000087995	339175	protein-coding	METTL2A	methyltransferase 2A, methylcytidine	0.0458391039922916	0.0354175444440339	basal	NA
1351	ENSG00000088035	29929	protein-coding	ALG6	ALG6 alpha-1,3-glucosyltransferase	0.315358861490874	0.174842961663226	basal	NA
1352	ENSG00000088038	4849	protein-coding	CNOT3	CCR4-NOT transcription complex subunit 3	-0.0328722347153007	0.00617018172321326	basal	NA
1353	ENSG00000088179	5775	protein-coding	PTPN4	protein tyrosine phosphatase non-receptor type 4	-0.0148648744527195	0.0651349245633438	basal	NA
1354	ENSG00000088205	8886	protein-coding	DDX18	DEAD-box helicase 18	0.149095290269958	0.0590173104654809	basal	NA
1355	ENSG00000088247	8570	protein-coding	KHSRP	KH-type splicing regulatory protein	-0.0787411499887596	0.0371536707780818	basal	NA
1356	ENSG00000088256	2767	protein-coding	GNA11	G protein subunit alpha 11	0.032420255897103	0.0351355866625745	basal	NA
1357	ENSG00000088280	55616	protein-coding	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	0.00444775708642329	0.0475498767226459	basal	NA
1358	ENSG00000088298	111089941	protein-coding	MMP24-AS1-EDEM2	MMP24-AS1-EDEM2 readthrough	0.0547123692072681	0.0127174196155545	basal	NA
1359	ENSG00000088325	22974	protein-coding	TPX2	TPX2 microtubule nucleation factor	-0.013072404203927	0.0208234781371343	basal	NA
1360	ENSG00000088340	80307	pseudo	FER1L4	fer-1 like family member 4 (pseudogene)	-0.663761293929916	0.150281949205717	basal	NA
1361	ENSG00000088356	81572	protein-coding	PDRG1	p53 and DNA damage regulated 1	-0.113490982629943	0.0287473627431957	basal	NA
1362	ENSG00000088367	2036	protein-coding	EPB41L1	erythrocyte membrane protein band 4.1 like 1	-0.182954806619392	0.0548713103045057	basal	NA
1363	ENSG00000088387	23348	protein-coding	DOCK9	dedicator of cytokinesis 9	0.0943459883156014	0.0197334030985423	basal	NA
1364	ENSG00000088448	55608	protein-coding	ANKRD10	ankyrin repeat domain 10	-0.295053138318434	0.102373661757417	basal	NA
1365	ENSG00000088451	23483	protein-coding	TGDS	TDP-glucose 4,6-dehydratase	-0.0264544517441774	0.0516187720795657	basal	NA
1366	ENSG00000088538	1795	protein-coding	DOCK3	dedicator of cytokinesis 3	-0.145106579379774	0.0394409855425884	basal	NA
1367	ENSG00000088543	51161	protein-coding	C3orf18	chromosome 3 open reading frame 18	-0.0327672319377966	0.00936337603604295	basal	NA
1368	ENSG00000088682	57017	protein-coding	COQ9	coenzyme Q9	-0.0228142148840052	0.079548019797826	basal	NA
1369	ENSG00000088727	64147	protein-coding	KIF9	kinesin family member 9	0.257326647597458	0.097928974460563	basal	NA
1370	ENSG00000088756	79822	protein-coding	ARHGAP28	Rho GTPase activating protein 28	1.1145241905156	0.662652971227703	similar	NA
1371	ENSG00000088766	54675	protein-coding	CRLS1	cardiolipin synthase 1	-0.0818457955342279	0.0167013520442995	basal	NA
1372	ENSG00000088808	23368	protein-coding	PPP1R13B	protein phosphatase 1 regulatory subunit 13B	-0.203611910165687	0.097408905151946	basal	NA
1373	ENSG00000088812	8455	protein-coding	ATRN	attractin	-0.276808662629529	0.0773324458589524	basal	NA
1374	ENSG00000088826	54498	protein-coding	SMOX	spermine oxidase	-0.697987210490375	0.449619599229453	basal	NA
1375	ENSG00000088832	2280	protein-coding	FKBP1A	FKBP prolyl isomerase 1A	-0.441348610490847	0.142466488795001	basal	NA
1376	ENSG00000088833	55968	protein-coding	NSFL1C	NSFL1 cofactor	0.103261674031241	0.0297069591753076	basal	NA
1377	ENSG00000088854	25943	protein-coding	DNAAF9	dynein axonemal assembly factor 9	0.217450399431902	0.0955097778050115	basal	NA
1378	ENSG00000088876	79175	protein-coding	ZNF343	zinc finger protein 343	-0.0825653387351863	0.0514330926779486	basal	NA
1379	ENSG00000088888	57506	protein-coding	MAVS	mitochondrial antiviral signaling protein	-0.110588970424876	0.0400826170402913	basal	NA
1380	ENSG00000088930	22803	protein-coding	XRN2	5'-3' exoribonuclease 2	0.126843529206822	0.014774887131891	basal	NA
1381	ENSG00000088970	55857	protein-coding	KIZ	kizuna centrosomal protein	-0.0309125740982102	0.00960782112944973	basal	NA
1382	ENSG00000088986	8655	protein-coding	DYNLL1	dynein light chain LC8-type 1	0.127495914876115	0.046883009742992	basal	NA
1383	ENSG00000089006	27131	protein-coding	SNX5	sorting nexin 5	-0.160906584697897	0.120693577106677	basal	NA
1384	ENSG00000089009	6128	protein-coding	RPL6	ribosomal protein L6	0.106474830452552	0.0357921452754643	basal	NA
1385	ENSG00000089022	8550	protein-coding	MAPKAPK5	MAPK activated protein kinase 5	-0.242351619674533	0.130850435688548	basal	NA
1386	ENSG00000089041	5027	protein-coding	P2RX7	purinergic receptor P2X 7	-0.177026113243499	0.0577933206042856	basal	NA
1387	ENSG00000089048	51575	protein-coding	ESF1	ESF1 nucleolar pre-rRNA processing protein homolog	0.23355389836287	0.0372734607152285	basal	NA
1388	ENSG00000089050	10741	protein-coding	RBBP9	RB binding protein 9, serine hydrolase	0.129469089862869	0.0138232955277076	basal	NA
1389	ENSG00000089053	51433	protein-coding	ANAPC5	anaphase promoting complex subunit 5	0.0440521654633931	0.0515874345830692	basal	NA
1390	ENSG00000089057	9962	protein-coding	SLC23A2	solute carrier family 23 member 2	-0.0520910840114544	0.0131122920632927	basal	NA
1391	ENSG00000089060	80024	protein-coding	SLC8B1	solute carrier family 8 member B1	-0.07189943253665	0.0233703208841697	basal	NA
1392	ENSG00000089063	29058	protein-coding	TMEM230	transmembrane protein 230	0.0497969130889528	0.00774957030059282	basal	NA
1393	ENSG00000089091	55184	protein-coding	DZANK1	double zinc ribbon and ankyrin repeat domains 1	-0.0564097382756539	0.055657452968627	basal	NA
1394	ENSG00000089094	84678	protein-coding	KDM2B	lysine demethylase 2B	-0.0841271158937136	0.00897109697432142	basal	NA
1395	ENSG00000089123	55617	protein-coding	TASP1	taspase 1	0.0107478350074856	0.0263279900462227	basal	NA
1396	ENSG00000089127	4938	protein-coding	OAS1	2'-5'-oligoadenylate synthetase 1	0.0625908704127488	0.00450676495155464	basal	NA
1397	ENSG00000089154	10985	protein-coding	GCN1	GCN1 activator of EIF2AK4	-0.117066210526948	0.0353410560614695	basal	NA
1398	ENSG00000089157	6175	protein-coding	RPLP0	ribosomal protein lateral stalk subunit P0	-0.0397126517998055	0.0133739801935288	basal	NA
1399	ENSG00000089159	5829	protein-coding	PXN	paxillin	-0.0205625172799153	0.0220598942504605	basal	NA
1400	ENSG00000089163	23409	protein-coding	SIRT4	sirtuin 4	0.0385403733687241	0.010560806398629	basal	NA
1401	ENSG00000089177	55614	protein-coding	KIF16B	kinesin family member 16B	0.00982401703652378	0.0271405787324129	basal	NA
1402	ENSG00000089195	51605	protein-coding	TRMT6	tRNA methyltransferase 6 non-catalytic subunit	-0.111333854472923	0.0341781189182377	basal	NA
1403	ENSG00000089220	5037	protein-coding	PEBP1	phosphatidylethanolamine binding protein 1	0.135245103606379	0.0392400460054559	basal	NA
1404	ENSG00000089234	8315	protein-coding	BRAP	BRCA1 associated protein	0.0637192825674106	0.0117941404678547	basal	NA
1405	ENSG00000089248	10961	protein-coding	ERP29	endoplasmic reticulum protein 29	-0.0502142608820116	0.00872010441759951	basal	NA
1406	ENSG00000089280	2521	protein-coding	FUS	FUS RNA binding protein	0.0520825331748521	0.00840182320020389	basal	NA
1407	ENSG00000089289	3476	protein-coding	IGBP1	immunoglobulin binding protein 1	0.119848014422809	0.00954501466064075	basal	NA
1408	ENSG00000089327	53827	protein-coding	FXYD5	FXYD domain containing ion transport regulator 5	-0.285597619622692	0.0885527203981191	basal	NA
1409	ENSG00000089335	55900	protein-coding	ZNF302	zinc finger protein 302	-0.0127201199870117	0.0530226839030007	basal	NA
1410	ENSG00000089351	57655	protein-coding	GRAMD1A	GRAM domain containing 1A	-0.208224641468532	0.0151075191301581	basal	NA
1411	ENSG00000089472	9843	protein-coding	HEPH	hephaestin	0.0732790605137919	0.138283784769872	basal	NA
1412	ENSG00000089486	29965	protein-coding	CDIP1	cell death inducing p53 target 1	-0.078497513822553	0.0888733317596136	basal	NA
1413	ENSG00000089505	113540	protein-coding	CMTM1	CKLF like MARVEL transmembrane domain containing 1	0.134977160261044	0.0368533028227863	basal	NA
1414	ENSG00000089597	23193	protein-coding	GANAB	glucosidase II alpha subunit	-0.158245175787676	0.0386685662766873	basal	NA
1415	ENSG00000089682	55285	protein-coding	RBM41	RNA binding motif protein 41	0.04765339984703	0.0114438815538719	basal	NA
1416	ENSG00000089685	332	protein-coding	BIRC5	baculoviral IAP repeat containing 5	-0.217584676203185	0.0662054847464547	basal	NA
1417	ENSG00000089693	8079	protein-coding	MLF2	myeloid leukemia factor 2	-0.105038724252106	0.0264749994499282	basal	NA
1418	ENSG00000089723	78990	protein-coding	OTUB2	OTU deubiquitinase, ubiquitin aldehyde binding 2	-0.122034226963628	0.0455859666343985	basal	NA
1419	ENSG00000089737	57062	protein-coding	DDX24	DEAD-box helicase 24	0.03920822184342	0.0228078782081313	basal	NA
1420	ENSG00000089775	7597	protein-coding	ZBTB25	zinc finger and BTB domain containing 25	-0.0637239831379545	0.0166830276356061	basal	NA
1421	ENSG00000089818	25977	protein-coding	NECAP1	NECAP endocytosis associated 1	0.0598228941978718	0.0239203677238956	basal	NA
1422	ENSG00000089876	55760	protein-coding	DHX32	DEAH-box helicase 32 (putative)	0.0234475740110071	0.003525042606086	basal	NA
1423	ENSG00000089902	23186	protein-coding	RCOR1	REST corepressor 1	-0.269070256050896	0.0586035190342196	basal	NA
1424	ENSG00000089916	55668	protein-coding	GPATCH2L	G-patch domain containing 2 like	0.108518743603226	0.036384191718409	basal	NA
1425	ENSG00000090006	8425	protein-coding	LTBP4	latent transforming growth factor beta binding protein 4	-0.0651415311086132	0.0182140669407989	basal	NA
1426	ENSG00000090013	645	protein-coding	BLVRB	biliverdin reductase B	0.0630169370044275	0.0162512845624439	basal	NA
1427	ENSG00000090020	6548	protein-coding	SLC9A1	solute carrier family 9 member A1	0.013454800056001	0.00555005517671529	basal	NA
1428	ENSG00000090054	10558	protein-coding	SPTLC1	serine palmitoyltransferase long chain base subunit 1	-0.0257867420552258	0.00392484842688227	basal	NA
1429	ENSG00000090060	10914	protein-coding	PAPOLA	poly(A) polymerase alpha	0.0972690338758349	0.0249431174860673	basal	NA
1430	ENSG00000090061	8812	protein-coding	CCNK	cyclin K	-0.170828080306419	0.0280317923952474	basal	NA
1431	ENSG00000090097	57060	protein-coding	PCBP4	poly(rC) binding protein 4	-0.724393955844914	0.21530181902086	basal	NA
1432	ENSG00000090238	83719	protein-coding	YPEL3	yippee like 3	-0.401722489889573	0.0368605716208255	basal	NA
1433	ENSG00000090263	51650	protein-coding	MRPS33	mitochondrial ribosomal protein S33	0.386150781376716	0.096253706318406	basal	NA
1434	ENSG00000090266	4708	protein-coding	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2	0.0917444455264958	0.0199904276259352	basal	NA
1435	ENSG00000090273	10726	protein-coding	NUDC	nuclear distribution C, dynein complex regulator	0.0398952661694172	0.0155917821504214	basal	NA
1436	ENSG00000090316	10296	protein-coding	MAEA	macrophage erythroblast attacher, E3 ubiquitin ligase	0.0481004701835266	0.0476381828741307	basal	NA
1437	ENSG00000090339	3383	protein-coding	ICAM1	intercellular adhesion molecule 1	-0.365384889459484	0.16335891510462	basal	NA
1438	ENSG00000090372	29888	protein-coding	STRN4	striatin 4	-0.0600001860318468	0.0203686164983836	basal	NA
1439	ENSG00000090376	11213	protein-coding	IRAK3	interleukin 1 receptor associated kinase 3	-0.115783816001853	0.0190958357955898	basal	NA
