ID	cosineSimilarity	zscore	accession	comparison	comparisonsText	Description	PMID	Species	Tissue	ExpType	Perturbation	Effect	Type	foldChangeOnly	platform
GSE111628_1	0.0242181746092532	0.568431097053379	GSE111628	1	ovariectomizedvssham surgery	Osteoblast from sham ovariectomized mice (OVX) with and without treadmill training	30581558	Mouse	Bone	Disease	Exercise		Microarray	TRUE	Affy-ST
GSE112694_1	0.0241281094043603	0.566844582625837	GSE112694	1	Zfp384KO_3DayvsWT_3Days	Osteogenic differentiation of mouse Zfp384 knockout MSCs	30645175	Mouse	Bone	Gene perturbation	Zfp384	Knockout	RNASeq	FALSE	RNASeq
E-GEOD-1919_9	0.0240996935532299	0.566344032409548	E-GEOD-1919	9	osteoarthritis.non-steroidal anti-inflammatory drugsvsosteoarthritis.none	Human osteoarthritis or rheumatoid arthritis synovium treated with drug regimes	20858714	Human	Synovium	Disease	RA and Osteoarthritis		Microarray	TRUE	Affy
GSE104459_1	0.0238103470643932	0.561247143109799	GSE104459	1	E12.5_Pitx_KOvsE12.5WT	E9.5 E11.5 and E12.5 wild type and Pitx1 KO mice	29273440	Mouse	Embryo	Gene perturbation	Pitx1	Knockout	RNASeq	FALSE	RNASeq
GSE57104_1	0.0237903961617359	0.56089570444993	GSE57104	1	Rs1 expressing osteoblastsvswild type osteoblasts	Mouse model of Markedly Enhanced Intramembranous Bone Formation	25704759	Mouse	Bone	Gene perturbation	engineered constitutively active Gs-coupled GPCR		Microarray	FALSE	Affy-ST
GSE78980_8	0.0236188757139763	0.557874341590513	GSE78980	8	TO-/- 0g no treatmentvsTO+/+ 0g no treatment	PTHrP in Osteoblast Response to Microgravity	27463808	Mouse	Bone	Gene perturbation	PTHrP	Knockout	Microarray	TRUE	Illumina
GSE36925_3	0.0235787109599095	0.557166832382252	GSE36925	3	BMP2(+),LOXL2(+)vsBMP2(-),LOXL2(-)	Primary osteoblasts treated with/without BMP2	23639677	Mouse	Bone	Exogenous	BMP2		Microarray	TRUE	1C-Agilent
GSE35955_1	0.022628219209091	0.540423752990746	GSE35955	1	hMSC-old_elderlyvshMSC-C_middle-aged	Elderly and middle-aged MSCs	23028809	Human	Bone	Development	MSCs		Microarray	FALSE	Affy
GSE13837_4	0.0224585825718995	0.537435573785868	GSE13837	4	TGF stimulated synovial fibroblasts (12h).rheumatoid arthritisvsTGF stimulated synovial fibroblasts (0h).rheumatoid arthritis	TGFb or TNFa treated synovium from rheumatoid arthritis or osteoarthritis	19622164	Human	Synovium	Disease	Osteoarthritis  Rheumatoid arthritis	TNF and TGFB	Microarray	FALSE	Affy
GSE23492_4	0.0219366008257685	0.528240773506052	GSE23492	4	Cell culture of isolated chondrocytes from articular cartilage, day 10 of differentiationvsNative articular cartilage	Porcine articular and growth plate cartilage	20950698	Pig	Cartilage	Tissue	articular and growth plate cartilage		Microarray	TRUE	Affy
GSE23492_5	0.0218397663654428	0.526535017453282	GSE23492	5	Native articular cartilagevsNative growth plate cartilage	Porcine articular and growth plate cartilage	20950698	Pig	Cartilage	Tissue	articular and growth plate cartilage		Microarray	TRUE	Affy
GSE109108_1	0.0217596935940414	0.525124521499459	GSE109108	1	mir138_day2vsNS_control_day2	De-differentiated chondrocytes over-expressing miR-138 or miR-181ab1 during osteogenic induction	30828688	Human	Cartilage	Gene perturbation	miR-138 or miR-181ab1	Overexpression	RNASeq	FALSE	RNASeq
E-GEOD-26475_3	0.0215635210187442	0.521668907076916	E-GEOD-26475	3	Murine knee joint_Operated (DMM)_7daysvsMurine knee joint_Operated (Sham)_7days	Mouse DMM model of OA	22307759	Mouse	Joint	Disease	Surgical destabilization of medial meniscus		Microarray	FALSE	Affy-ST
GSE125167_4	0.0215193122070386	0.520890161081958	GSE125167	4	PLZF_2_days_diffvsNaivePLZF	PLZF knockdown during osteogenic differentiation	30672466	Human	Bone				RNASeq	FALSE	RNASeq
GSE52817_4	0.0215033123612013	0.520608320983004	GSE52817	4	osteoblasts (OB)vsgingival fibroblasts	Characterisation of osteoblasts like cell reprogrammed from human fibroblasts	25918395	Human	Bone	Tissue	Cell type		Microarray	TRUE	Affy-ST
GSE7116_1	0.0213215443096457	0.517406444780066	GSE7116	1	Multiple Myeloma patient with osteonecrosis of the jawvsMultiple Myeloma patient on bisphosphonate therapy without osteonecrosis of the jaw	Osteonecrosis of the jaw peripheral blood mono nuclear cells	18413829	Human	Blood	Disease	Osteonecrosis		Microarray	FALSE	Affy
GSE30628_2	0.0209478784554612	0.51082425502711	GSE30628	2	ColXTgcogvswild type	MCDS cartilage model	21935428	Mouse	Cartilage	Gene perturbation	Col10a1	Knockin	Microarray	FALSE	1C-Agilent
GSE13837_15	0.0205470825710002	0.503764165018396	GSE13837	15	TNF stimulated synovial fibroblasts (4h).rheumatoid arthritisvsTNF stimulated synovial fibroblasts (0h).rheumatoid arthritis	TGFb or TNFa treated synovium from rheumatoid arthritis or osteoarthritis	19622164	Human	Synovium	Disease	Osteoarthritis  Rheumatoid arthritis	TNF and TGFB	Microarray	FALSE	Affy
GSE109503_3	0.0203921688348184	0.501035332304705	GSE109503	3	Day7vsDay3	Mesenchymal Stem Cells During Chondrogenesis	29985644	Human	Cartilage	Differentiation	MSC differentiation		RNASeq	FALSE	RNASeq
E-MTAB-2450_2	0.0202778480631321	0.499021551801304	E-MTAB-2450	2	miR-195 transfection.rhBMP2vsmiR-195 transfection.none	Osteoblasts treated with miR-195 mimic and or rhBMP2 	25407900	Mouse	Bone	Gene perturbation	miR-195-5p	Overexpression	Microarray	FALSE	1C-Agilent
GSE98295_1	0.0199055118601904	0.49246278408889	GSE98295	1	miR-140 WT/G heterovsmiR-140 WT	miR-140 mutations and knockout in mouse chondrocytes	30804514	Mouse	Cartilage				RNASeq	FALSE	RNASeq
E-GEOD-8077_2	0.0196913389361536	0.488690090356861	E-GEOD-8077	2	contralateral osteoarthritis inductionvssham surgery	Rat model of surgically induced knee osteoarthritis	17530714	Rat	Cartilage	Disease	Surgically induced knee osteoarthritis		Microarray	FALSE	Affy
GSE97828_1	0.01940113968853	0.483578179561073	GSE97828	1	MUTvsWT	Apert syndrome model mice 	30228104	Mouse	Cartilage				RNASeq	FALSE	RNASeq
GSE120308_2	0.0191955710517264	0.479957051862234	GSE120308	2	P5 Xbp1 WT Matn3 MUTvsP5 Xbp1 KO Matn3 MUT	V194D Matn3 mutant Xbp1 WT and KO P5 mouse costochondral cells	31260448	Mouse	Cartilage	Gene perturbation	Matn3 Xbp1	Knockin	Microarray	TRUE	Affy
GSE41997_1	0.0190472839420492	0.477344948340111	GSE41997	1	Estrogen Receptor alpha knock-outvscontrol	Estrogen Receptor alpha knockout osteocytes	24333171	Mouse	Bone	Gene perturbation	Esr1	Knockout	Microarray	FALSE	Affy
GSE13590_1	0.0189470775771205	0.475579795594608	GSE13590	1	siRNA-140vssiRNA-96	Silencing and overexpression of miR-140	18945805	Mouse	Cell line	Gene perturbation	miR-140	Overexpression Knockdown	Microarray	FALSE	Affy
GSE108721_4	0.0189251142909942	0.475192908445936	GSE108721	4	Mir182Loss_RANKLvsWT_RANKL	Inhibition of microRNA-182 in bone	30291236	Mouse	Bone	Gene perturbation	mir182	Overexpression	RNASeq	TRUE	RNASeq
GSE93698_8	0.0188878322348544	0.474536178468752	GSE93698	8	Microcrystalline arthritisvsSeronegative arthritis	Systemic sclerosis tenosynovial biopsies	30608617	Human	Synovium	Disease	tenosynovitis RA Osteoarthritis		Microarray	FALSE	Affy
GSE65745_1	0.0188680319442194	0.474187392866151	GSE65745	1	X500.ng.ml.doxycyclinevsvehicle..control.	Estrogen inhibition of RUNX2-Mediated Osteoblast-Driven Osteoclastogenesis	25701138	Mouse	Bone	Exogenous	Estradiol		Microarray	FALSE	Illumina
GSE84907_2	0.0188502218870553	0.473873665576242	GSE84907	2	pH8.4vspH7.4	Osteoblast-like MC3T3 cell line viability at alkaline pH 	28955732	Mouse	Cell line	Culture	pH		Microarray	FALSE	Affy-ST
GSE13837_3	0.0183617514417134	0.465269172754795	GSE13837	3	TGF stimulated synovial fibroblasts (4h).rheumatoid arthritisvsTGF stimulated synovial fibroblasts (0h).rheumatoid arthritis	TGFb or TNFa treated synovium from rheumatoid arthritis or osteoarthritis	19622164	Human	Synovium	Disease	Osteoarthritis  Rheumatoid arthritis	TNF and TGFB	Microarray	FALSE	Affy
GSE16749_2	0.0181910295284589	0.462261876221155	GSE16749	2	RAW 264.7, Unstimulated, miR-155vsRAW 264.7, Unstimulated	miR-155 role in osteoclast differentiation	20720163	Mouse	Cell line	Gene perturbation	miR-155	Overexpression	Microarray	TRUE	Affy-ST
GSE121892_1	0.0179901041926033	0.458722541085318	GSE121892	1	transfected.with.miR.320a.inhibitor..I.vstransfected.with.control.inhibitor..CI.	Human osteoblasts transfected with miR-320a	28933035	Human	Bone	Gene perturbation	miR320a	Overexpression	Microarray	FALSE	Affy-ST
GSE55457_2	0.0175653705178362	0.451240782689469	GSE55457	2	rheumatoid arthritisvsnormal control	Rheumatoid arthritis  osteoarthritis and control synovial membrane	24690414	Human	Synovium	Disease	Rheumatoid arthritis	 Osteoarthritis	Microarray	FALSE	Affy
GSE60761_3	0.0172133142073092	0.445039248849372	GSE60761	3	genotype: CalcrKO.treatment: Calcitoninvsgenotype: wildtype.treatment: Calcitonin	Calcr knockout osteoclasts	25333900	Mouse	Bone	Gene perturbation	Calcr-/ w.o Calcitonin	Knockout	Microarray	FALSE	Affy
GSE114919_4	0.0167192655867867	0.436336495490861	GSE114919	4	Tibia_PZ_1wkvsTibia_HZ_1wk	Development of the proliferative zone or hypertrophic zone of mouse growth plate	30036371	Mouse	Cartilage	Development	Growth plate		RNASeq	FALSE	RNASeq
GSE112413_1	0.0167046179661677	0.436078475076998	GSE112413	1	Mutant_SkullvsWT_Skull	Constitutively active FGF8 signaling in embryonic skulls	29752281	Mouse	Embryo	Gene perturbation	Fgf8	Knockin	RNASeq	FALSE	RNASeq
GSE41992_1	0.0164619891366975	0.431804525565085	GSE41992	1	IL3vsnone	Peripheral blood CD14 cells from buffy coat treated with IL3	24369304	Human	Blood	Exogenous	CD14 cells treated with IL-3		Microarray	TRUE	Affy
GSE93698_10	0.016384518660466	0.43043986949845	GSE93698	10	OsteoarthritisvsRheumatoid arthritis	Systemic sclerosis tenosynovial biopsies	30608617	Human	Synovium	Disease	tenosynovitis RA Osteoarthritis		Microarray	FALSE	Affy
GSE17160_5	0.016331505493254	0.429506033232473	GSE17160	5	TSG-6 knockout.LPS-treatedvsTSG-6 knockout.none	Tnfip6 KO and wild-type synovial fibroblasts treated with TNFa/LPS/TSG-6/HA	21566135	Mouse	Synovium	Gene perturbation Exogenous	TNfip6 TNFa/LPS/TSG-6/HA	Knockout	Microarray	TRUE	Affy
GSE42235_1	0.0162506758564558	0.428082204961546	GSE42235	1	passage: 2vspassage: 0	Dedifferentiating chondrocytes	23376013	Human	Cartilage	Culture	chondrocyte dedifferentiation		Microarray	FALSE	Illumina
GSE103697_2	0.0161273433008953	0.425909680299939	GSE103697	2	MM.1S.5 ug/ml CRP for 24 hoursvsMM.1S.Control	Myeloma cell production of osteolytic cytokines	29233917	Human	Cell line	Exogenous	C-reactive protein		Microarray	TRUE	Illumina
GSE108721_3	0.0157283569762494	0.418881466005687	GSE108721	3	Mir182Gain_BasalvsWT_Basal	Inhibition of microRNA-182 in bone	30291236	Mouse	Bone	Gene perturbation	mir182	Overexpression	RNASeq	TRUE	RNASeq
GSE75181_3	0.0155583754409223	0.415887211359479	GSE75181	3	cultured chondrocytes from cartilage_COT_IL1Bvscultured chondrocytes from cartilage_control	Osteoarthritic chondrocytes treated with curcuminoids extract hydrolyzed collagen and green tea extract and/or IL1B	27275599	Human	Cartilage	Exogenous	COT and/or IL1B		Microarray	FALSE	Illumina
GSE13837_17	0.0155446766903664	0.415645905458692	GSE13837	17	TNF stimulated synovial fibroblasts (1h).osteoarthritisvsTNF stimulated synovial fibroblasts (0h).osteoarthritis	TGFb or TNFa treated synovium from rheumatoid arthritis or osteoarthritis	19622164	Human	Synovium	Disease	Osteoarthritis  Rheumatoid arthritis	TNF and TGFB	Microarray	FALSE	Affy
GSE78980_7	0.0155025592714637	0.414903999715852	GSE78980	7	TO-/- 1g no treatmentvsTO+/+ 1g no treatment	PTHrP in Osteoblast Response to Microgravity	27463808	Mouse	Bone	Gene perturbation	PTHrP	Knockout	Microarray	TRUE	Illumina
GSE93698_1	0.0153118841633039	0.411545224143992	GSE93698	1	diffuse systemic sclerosisvsMicrocrystalline arthritis	Systemic sclerosis tenosynovial biopsies	30608617	Human	Synovium	Disease	tenosynovitis RA Osteoarthritis		Microarray	FALSE	Affy
GSE104473_4	0.0152373624821754	0.410232511621818	GSE104473	4	Mandibular Distraction_15_BCSPvsMandibular Fracture_15_BCSP	Mouse mandible during distraction osteogenesis	30356216	Mouse	Bone	Development			RNASeq	FALSE	RNASeq
GSE4481_3	0.0150640000062041	0.40717870111142	GSE4481	3	M.CNP at 10exp(-6) MvsM.vehicle: BSA/HCL 1.0 Mm	C-type natriuretic peptide (CNP) treated embryonic tibia	17374144	Mouse	Embryo	Exogenous	CNP		Microarray	FALSE	Affy
GSE63017_1	0.0150084647444815	0.40620043770698	GSE63017	1	Pax1KOvsWT	Pax1 and Pax9 in Embryonic Intervertebral Disc Development	28011632	Mouse	Cartilage	Gene perturbation	Pax1/Pax9	Knockout	Microarray	FALSE	Illumina
E-MTAB-5023_1	0.014832126221703	0.403094203608557	E-MTAB-5023	1	Mesenchymal cell-specific homozygous deletion of SbdsvsSbds wildtype	Sbds knockout osteoblasts	20305640	Mouse	Bone	Gene perturbation	Sbds	Knockout	Microarray	FALSE	Affy
E-GEOD-1919_1	0.0147899359583864	0.402351014698554	E-GEOD-1919	1	rheumatoid arthritis.disease modifying antirheumatic drugsvsrheumatoid arthritis.non-steroidal anti-inflammatory drugs	Human osteoarthritis or rheumatoid arthritis synovium treated with drug regimes	20858714	Human	Synovium	Disease	RA and Osteoarthritis		Microarray	TRUE	Affy
GSE18992_1	0.0137077647234306	0.383288378030256	GSE18992	1	Hoxc8 transgenicvswild type	Overexpression of Hoxc8 in chondrocytes at E18.5	26069554	Mouse	Cartilage	Gene perturbation	Hoxc8	Overexpression	Microarray	FALSE	Affy
GSE103492_1	0.0136595498885532	0.382439065232426	GSE103492	1	WT_Wnt3avsWT	Wnt3a treated Lrp5/6KO osteoblasts	29176883	Mouse	Bone	Gene perturbation Exogenous	Lrp5/6 Wnt3a 	Knockout	RNASeq	FALSE	RNASeq
GSE114919_2	0.0130144861357869	0.371076153754397	GSE114919	2	Tibia_PZ_4wkvsTibia_PZ_1wk	Development of the proliferative zone or hypertrophic zone of mouse growth plate	30036371	Mouse	Cartilage	Development	Growth plate		RNASeq	FALSE	RNASeq
GSE78980_10	0.0130001303126314	0.370823273404183	GSE78980	10	TO-/- 0g treatedvsTO+/+ 0g treated	PTHrP in Osteoblast Response to Microgravity	27463808	Mouse	Bone	Gene perturbation	PTHrP	Knockout	Microarray	TRUE	Illumina
GSE99306_4	0.0129638425477221	0.37018405804193	GSE99306	4	X13delChopKO_MHZvsX13del_MHZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
GSE59642_2	0.012846556464194	0.368118043048809	GSE59642	2	degenerated cartilagevsreference	Synovial fluid and bone marrow mesenchymal stem cells	NA	Human	Synovium	Tissue	Synovial fluid and bone marrow mesenchymal stem cells		Microarray	TRUE	1C-Agilent
GSE39796_1	0.0127931260981282	0.367176857751633	GSE39796	1	cartilage, superficial zonevscartilage, deep zone	Bovine cartilage zones	23124445	Cow	Cartilage	Tissue	cartilage zones		Microarray	TRUE	Affy
GSE44991_2	0.0127927802252791	0.367170765140553	GSE44991	2	cartilage tissue from the medial part of condylus humeri.affectedvscartilage tissue from the medial part of condylus humeri.non-affected	Porcine osteochondrosis cartilage	23922127	Pig	Cartilage	Disease	Osteochondrosis		Microarray	FALSE	Affy
GSE99731_2	0.0126217885282238	0.364158716317806	GSE99731	2	DMM.6 wkvssham.6 wk	Osteoarthritic Synovial Tissue from a Mouse Model of Early Post-Traumatic OA	29255152	Mouse	Synovium	Disease	Surgical destabilization of medial meniscus		Microarray	FALSE	1C-Agilent
GSE110581_1	0.0118631567786391	0.350795284598094	GSE110581	1	Zfp36l1 shRNA AdenovirusvsNull Control Adenovirus	Zfp36l1 overexpression/knockdown in primary mouse articular chondrocytes	30622281	Mouse	Cartilage	Gene perturbation	Zfp36l1	Overexpression/Knockdown	Microarray	FALSE	1C-Agilent
E-ERAD-89_4	0.0117652146508542	0.349070016788179	E-ERAD-89	4	MELATONIN_48vsDMSO_48	Melatonin signaling in osteoblast	NA	Mouse	Bone	Exogenous	Melatonin/Serotonin		RNASeq	TRUE	RNASeq
GSE29106_1	0.0115972738052111	0.346111709249732	GSE29106	1	Measles Virus Nucleocapsid ProteinvsEmpty Vector	MVNP Paget’s disease of bone model	28840181	Human	Bone	Gene perturbation	Measles Virus Nucleocapsid Protein	Overexpression	Microarray	TRUE	1C-Agilent
GSE13590_2	0.0114261161224937	0.343096736560347	GSE13590	2	antimicroRNA-140vsantimicroRNA-449	Silencing and overexpression of miR-140	18945805	Mouse	Cell line	Gene perturbation	miR-140	Overexpression Knockdown	Microarray	FALSE	Affy
GSE16981_5	0.011354999062324	0.341843997035268	GSE16981	5	Proliferative and early hypertrophic zone.6weeksvsProliferative and early hypertrophic zone.3weeks	Rat growth plates zones and time course	20096814	Rat	Cartilage	Tissue	Hypertrophic or  Proliferative or Resting		Microarray	FALSE	Affy
GSE27492_3	0.0110373927542998	0.336249306049352	GSE27492	3	Ankle.D07vsAnkle.D00	Synovial fluid cells from a mouse model of autoantibody-mediated arthritis timecourse	20506316	Mouse	Synovium	Disease	autoantibody-mediated arthritis		Microarray	FALSE	Affy
E-GEOD-33567_2	0.0110059498295729	0.335695433399168	E-GEOD-33567	2	Mouse C2C12 cells treated with BMP2 (96h)vsMouse C2C12 cells (96h)	BMP2 induced C2C12 differentiation	23825702	Mouse	Cell line	Exogenous	BMP2		Microarray	TRUE	Affy
GSE121780_1	0.01071990704988	0.330656739517142	GSE121780	1	Apert syndrome_mandibular bonevscontrol_mandibular bone	FGFR2-related craniosynostosis mouse models	31064775	Mouse	Cartilage	Disease	Apert craniosynostosis syndrome		RNASeq	FALSE	RNASeq
GSE10575_1	0.0106006060553985	0.328555231513134	GSE10575	1	migratory cells only found in diseased OA tissue with stem cell characteristicsvshealthy chondrocytes	Osteoarthritis chondroprogenitor cells	19341622	Human	Cartilage	Disease	Osteoarthritis		Microarray	FALSE	Affy
GSE60162_1	0.0105778591724498	0.328154541168592	GSE60162	1	TBX5 overexpressionvsvector control	Osteoarthritis synovial fibroblasts transfected with TBX5	25320281	Human	Synovium	Gene perturbation	TBX5	Overexpression	Microarray	TRUE	Affy-ST
E-MEXP-2019_3	0.0105579521043206	0.327803874661648	E-MEXP-2019	3	intermediate cell derived from monocytesvsmonocyte	Human osteoclastic differentiating from dendritic cells and monocytes	19775202	Human	Bone	Development	Osteoclast from monocytes or denricites		Microarray	FALSE	Affy
E-GEOD-17473_1	0.0103715846738723	0.324520979590438	E-GEOD-17473	1	tissue: TMJ condyle; developmental stage: embryo; age: E16.5vstissue: TMJ fossa; developmental stage: embryo; age: E16.5	Mouse embryonic E16.5 temporomandibular joint	19815519	Mouse	Bone	Tissue	Chondyl  fossa		Microarray	FALSE	Affy
E-GEOD-18648_2	0.0103630239654595	0.324370181205835	E-GEOD-18648	2	BMP4vsnone	TGF-beta and BMP mediated gene expression in cultured sclerotome	20214815	Mouse	Cartilage	Exogenous	TGF-beta and/or BMP4		Microarray	FALSE	Affy
GSE79176_2	0.0102169487655877	0.321797040864029	GSE79176	2	high (1mg/ml) concentration of polyphosphatesvsnone (control)	Effect of polyphosphates on osteoblast mineralization	30389276	Rat	Bone	Exogenous	polyphosphates		Microarray	TRUE	1C-Agilent
GSE17160_7	0.00995063177310145	0.317105820193609	GSE17160	7	TSG-6 knockout.TSG6-treatedvsTSG-6 knockout.none	Tnfip6 KO and wild-type synovial fibroblasts treated with TNFa/LPS/TSG-6/HA	21566135	Mouse	Synovium	Gene perturbation Exogenous	TNfip6 TNFa/LPS/TSG-6/HA	Knockout	Microarray	TRUE	Affy
GSE5657_2	0.00964060789279184	0.311644695005709	GSE5657	2	Hyp femalevsNormal female	Effect of X-linked hypophosphatemia (the Hyp mutation) in mice	NA	Mouse	Bone	Disease Gene perturbation	X-linked hypophosphatemia PHEX		Microarray	FALSE	Affy
GSE93698_6	0.00931172213696199	0.30585131456253	GSE93698	6	Microcrystalline arthritisvsOsteoarthritis	Systemic sclerosis tenosynovial biopsies	30608617	Human	Synovium	Disease	tenosynovitis RA Osteoarthritis		Microarray	FALSE	Affy
E-GEOD-1919_4	0.00913654265159471	0.302765497111993	E-GEOD-1919	4	rheumatoid arthritis.disease modifying antirheumatic drugsvsnormal.none	Human osteoarthritis or rheumatoid arthritis synovium treated with drug regimes	20858714	Human	Synovium	Disease	RA and Osteoarthritis		Microarray	TRUE	Affy
GSE63017_2	0.00912645590963661	0.302587817378044	GSE63017	2	Pax1HETvsWT	Pax1 and Pax9 in Embryonic Intervertebral Disc Development	28011632	Mouse	Cartilage	Gene perturbation	Pax1/Pax9	Knockout	Microarray	FALSE	Illumina
GSE69531_2	0.00894174992872112	0.299334189032621	GSE69531	2	ECM-PelletvsECM-Cell	in vitro chondrogenesis of human synovial stem cells on plastic and ECM	25861949	Human	Synovium	Culture Development	Plastic and ECM		Microarray	TRUE	Affy-ST
E-MTAB-5326_1	0.00878114585023791	0.296505119938304	E-MTAB-5326	1	25 MPa pressure.1vsno hydrostatic pressure.NA	Hydrostatic pressure in ATDC5 chondrocyte precursor cells	28813497	Mouse	Cell line	Culture	Hydrostatic pressure		Microarray	TRUE	1C-Agilent
E-MTAB-3186_4	0.00850911673851373	0.291713279282689	E-MTAB-3186	4	Day14vsControl	Synovium from a pig model of post-traumatic osteoarthritis	32107493	Pig	Synovium	Disease	unilateral ACL transection		RNASeq	FALSE	RNASeq
GSE114521_1	0.00829152125436845	0.287880296552287	GSE114521	1	Sox9null_E11.5vsControl_E11.5	Sox9 knockout embryos	30021842	Mouse	Embryo	Gene perturbation	Sox9	Knockout	RNASeq	FALSE	RNASeq
GSE70667_1	0.0081965560961679	0.28620746858528	GSE70667	1	Flow_2hvsControl_2h	Osteocyte-like MLO-Y4 cell response to Fluid Flow	26573903	Mouse	Cell line	Culture	Fluid flow		RNASeq	FALSE	RNASeq
GSE109503_10	0.00814741231208404	0.285341792183768	GSE109503	10	Day1vsDay0	Mesenchymal Stem Cells During Chondrogenesis	29985644	Human	Cartilage	Differentiation	MSC differentiation		RNASeq	FALSE	RNASeq
GSE60651_1	0.00804362019406808	0.283513475766864	GSE60651	1	overexpressing A-CEBPvsoverexpressing GFP	CEBPA overexpression in chondrocytes	25749148	Mouse	Cell line	Gene perturbation	CEBPA	Overexpression	Microarray	TRUE	1C-Agilent
GSE26499_1	0.00801544975016672	0.283017248442084	GSE26499	1	RANKlowFmshighvsRANKhighFmslow	Lineage-committed osteoclast precursors	21898588	Mouse	Bone	Development	Osteoblast precusors		Microarray	TRUE	Affy-ST
GSE87608_2	0.00779550314714547	0.279142850339096	GSE87608	2	WT_MS275vsWT_vehicle	HDAC inhibition in Heterozygous Runx2 Null Mice	28052439	Mouse	Bone	Gene perturbation Exogenous	Runx2 MS-275	Knockout	RNASeq	FALSE	RNASeq
GSE4481_2	0.00726770324764006	0.26984556226412	GSE4481	2	H.CNP at 10exp(-6) MvsH.vehicle: BSA/HCL 1.0 Mm	C-type natriuretic peptide (CNP) treated embryonic tibia	17374144	Mouse	Embryo	Exogenous	CNP		Microarray	FALSE	Affy
GSE32163_1	0.00709024461195978	0.266719597179895	GSE32163	1	del175k mutantvswild-type	Distal arthrogryposis type 2B mouse model	25340332	Mouse	Bone	Gene perturbation	Tnni2	Knockin	Microarray	FALSE	Affy-ST
GSE112694_2	0.00676118077239872	0.260923079760465	GSE112694	2	Zfp384KO_7DayvsWT_7Days	Osteogenic differentiation of mouse Zfp384 knockout MSCs	30645175	Mouse	Bone	Gene perturbation	Zfp384	Knockout	RNASeq	FALSE	RNASeq
GSE99306_7	0.00639349097950342	0.254446159378367	GSE99306	7	X13del_pHZvsWT_pHZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
GSE45233_3	0.0063112752382461	0.252997914633562	GSE45233	3	Knee meniscus, young, chondrosisvsKnee meniscus, young, no chondrosis	Human Injured Meniscus with age and chondrosis	24692131	Human	Meniscus	Disease	Human Injured Meniscus		Microarray	FALSE	Illumina
GSE45233_2	0.00619791674561417	0.251001084844978	GSE45233	2	Knee meniscus, old, chondrosisvsKnee meniscus, old, no chondrosis	Human Injured Meniscus with age and chondrosis	24692131	Human	Meniscus	Disease	Human Injured Meniscus		Microarray	FALSE	Illumina
GSE35466_3	0.00608784927349633	0.249062226961673	GSE35466	3	bone marrow cells, adiponectin, 24 hrsvsbone marrow cells, unterated, 24 hrs	Bone marrow cultures treated with adiponectin	22374965	Mouse	Bone	Exogenous	Adiponectin		Microarray	TRUE	Affy
GSE9247_3	0.00596099108040844	0.246827597574827	GSE9247	3	VPA treated MC3T3 micevsDMSO treated MC3T3 mice	Histone deacetylase inhibitors in osteoblast development	17925016	Mouse	Bone	Exogenous	trichostatin A or  MS-275  or valproic acid	HDAC inhibition	Microarray	FALSE	Affy
E-MTAB-5326_3	0.0057655615577887	0.243385072155908	E-MTAB-5326	3	25 MPa pressure.24vsno hydrostatic pressure.NA	Hydrostatic pressure in ATDC5 chondrocyte precursor cells	28813497	Mouse	Cell line	Culture	Hydrostatic pressure		Microarray	TRUE	1C-Agilent
GSE13104_3	0.00567773883788182	0.241838059495869	GSE13104	3	Rhabdomyosarcoma arisen from p53+/- mouse. Non-treated.vsCell type: mc3T3 mouse osteoblast, non-tumorigenic. Non-treated.	p53? osteosarcoma	NA	Mouse	Bone	Gene perturbation	p53	Heterozygote	Microarray	TRUE	Affy
GSE66554_3	0.00550474104840753	0.238790673002268	GSE66554	3	early-stage elderlyvsadult	Knee articular cartilage at different developmental stages	NA	Rat	Cartilage	Development	Cartilage development		Microarray	FALSE	Affy-ST
GSE19060_1	0.00547666724345782	0.238296147989621	GSE19060	1	OAvsNormal	Osteoarthritic meniscus	20109188	Human	Meniscus	Disease	Osteoarthritis		Microarray	FALSE	Affy
GSE50549_2	0.00505439778316399	0.230857797165198	GSE50549	2	SAHA6hrvsDMSO	Histone Deacetylase Inhibition Promotes Osteoblast Maturation	23940046	Mouse	Cell line	Exogenous	Suberoylanilidehydroxamic acid		Microarray	FALSE	Illumina
E-ERAD-89_3	0.0048326794365738	0.226952189487577	E-ERAD-89	3	SEROTONIN_24vsDMSO_24	Melatonin signaling in osteoblast	NA	Mouse	Bone	Exogenous	Melatonin/Serotonin		RNASeq	TRUE	RNASeq
GSE79176_3	0.00479820715080831	0.226344954109804	GSE79176	3	high (1mg/ml) concentration of polyphosphatesvslow (0.01mg/ml) concentration of polyphosphates	Effect of polyphosphates on osteoblast mineralization	30389276	Rat	Bone	Exogenous	polyphosphates		Microarray	TRUE	1C-Agilent
GSE7683_1	0.00476902611350973	0.225830925004558	GSE7683	1	DEX-treated embryonic primary chondrocyte cultures, incubated for 6vsDMSO-treated embryonic primary chondrocyte cultures, incubated for 6	Dexamethasone-treated primary chondrocytes	17603917	Mouse	Cartilage	Exogenous	dexamethasone		Microarray	FALSE	Affy
